x_coord,D_T
-200.0,5.4872828774568095e-06
-180.0,2.991282051778859e-06
-160.0,2.551378025509442e-07
-140.0,-1.0472265128466347e-07
-120.0,-2.932384495688506e-07
-100.0,-4.235063388020632e-07
-80.0,-5.531975187113049e-07
-60.0,-6.333656515693337e-07
-50.0,-6.674545990086401e-07
-40.0,-7.35043568647267e-07
-30.0,-7.987923393821238e-07
-25.0,-8.363199451078832e-07
-20.0,-8.916141840547641e-07
-15.0,-9.56985293974218e-07
-10.0,-1.0314052224162624e-06
-5.0,-1.094385092747602e-06
0.0,-3.0810254658363004e-07
5.0,5.023604314695517e-07
10.0,5.023623091970184e-07
20.0,5.002838063566833e-07
30.0,4.959942399684077e-07
40.0,4.915960349920963e-07
60.0,4.840220247309061e-07
80.0,4.77547160701254e-07
100.0,4.736862081000314e-07
120.0,4.723464571659723e-07
140.0,4.725941078862869e-07
160.0,4.7367006722042795e-07
180.0,4.7545223403140157e-07
200.0,4.781633843914934e-07
220.0,4.818261999718146e-07
240.0,4.8618412695202e-07
260.0,4.906052129428977e-07
280.0,4.939855233807422e-07
300.0,4.950081770927297e-07
320.0,4.927178384002111e-07
340.0,4.871945164450265e-07
360.0,4.797173765691848e-07
380.0,4.7209955154462404e-07
400.0,4.6588753097059815e-07
420.0,4.620903574142246e-07
440.0,4.610445555149221e-07
460.0,4.623182510467838e-07
480.0,4.6507465506602227e-07
500.0,4.6858660059401154e-07
520.0,4.72393007378664e-07
540.0,4.7614653998192086e-07
560.0,4.795474939406437e-07
580.0,4.825836276843483e-07
600.0,4.854974793571366e-07
620.0,4.881891397942972e-07
640.0,4.90000617902204e-07
660.0,4.902735047138268e-07
680.0,4.888496200312242e-07
700.0,4.859648202507191e-07
720.0,4.819303042260113e-07
740.0,4.77171951746478e-07
760.0,4.722148761960869e-07
780.0,4.671478759820863e-07
800.0,4.6136233550172503e-07
820.0,4.540509811962356e-07
840.0,4.449517023753113e-07
860.0,4.347481830353112e-07
880.0,4.2485769984739725e-07
900.0,4.1689783995402886e-07
920.0,4.122898142125315e-07
940.0,4.1180475193662267e-07
960.0,4.149665869516452e-07
980.0,4.2013605318833304e-07
1000.0,4.2537935528591455e-07
1020.0,4.2919200547327523e-07
1040.0,4.307346748995627e-07
1060.0,4.2979905833632705e-07
1080.0,4.266545767796153e-07
1100.0,4.220101863630861e-07
1120.0,4.171940481910338e-07
1140.0,4.1396704532267103e-07
1160.0,4.1351589129037797e-07
1180.0,4.155953178859379e-07
1200.0,4.187893285268079e-07
1220.0,4.2139835210769373e-07
1240.0,4.222640107690383e-07
1260.0,4.211766809601595e-07
1280.0,4.1874713390491896e-07
1300.0,4.1574313964943604e-07
1320.0,4.125846688292945e-07
1340.0,4.090334513412526e-07
1360.0,4.0475718390364596e-07
1380.0,3.9928299243638456e-07
1400.0,3.932914965784283e-07
1420.0,3.864860170776432e-07
1440.0,3.81912755591982e-07
1460.0,3.7744700055774754e-07
1480.0,3.9370534631521685e-07
1500.0,4.138313971431746e-07
