x_coord,kyy
-200.0,0.0
-180.0,11255.964876834483
-160.0,12271.92618340629
-140.0,12302.684051189744
-120.0,11842.2947999225
-100.0,11099.65453242356
-80.0,10104.832923035003
-60.0,8830.126284349633
-50.0,8174.39405340743
-40.0,7460.988665759292
-30.0,6666.612396598682
-25.0,6250.750663993646
-20.0,5808.848363115867
-15.0,5336.274591410388
-10.0,4827.324999306609
-5.0,4278.423097003078
0.0,3704.8787670604615
5.0,3962.4204898312373
10.0,4220.120227556665
20.0,4735.051849818683
30.0,5246.343404791278
40.0,5752.47591664436
60.0,6753.152723526611
80.0,7738.207270566067
100.0,8712.320533107111
120.0,9681.535274839121
140.0,10650.15212337362
160.0,11620.382868045628
180.0,12593.413908654416
200.0,13570.956106800957
220.0,14555.109815387972
240.0,15547.67894902473
260.0,16549.711332135917
280.0,17560.41825418293
300.0,18576.31857734529
320.0,19591.221001737937
340.0,20597.725063737675
360.0,21589.96770608773
380.0,22565.79632290009
400.0,23526.786350230468
420.0,24477.129754811198
440.0,25422.54163445013
460.0,26368.594569764322
480.0,27319.231866891994
500.0,28276.59312621917
520.0,29241.63840478544
540.0,30214.615691714393
560.0,31195.060078167124
580.0,32181.98999651369
600.0,33174.89031608832
620.0,34173.77449752973
640.0,35177.7175264256
660.0,36184.03341281435
680.0,37189.095977330966
700.0,38189.570285621725
720.0,39182.79777429211
740.0,40166.72022221533
760.0,41140.426265106726
780.0,42104.01199312625
800.0,43056.93034314176
820.0,43996.780520826316
840.0,44919.70357157396
860.0,45822.22337516483
880.0,46703.28583437215
900.0,47565.229297283906
920.0,48413.63592151786
940.0,49256.674663720565
960.0,50103.09128890352
980.0,50959.101661743785
1000.0,51826.72635322277
1020.0,52704.24770870694
1040.0,53587.51404174714
1060.0,54471.36429734741
1080.0,55350.79220351872
1100.0,56221.742022155486
1120.0,57082.11601920957
1140.0,57933.30732256311
1160.0,58780.44233368785
1180.0,59629.782748731355
1200.0,60485.448740633845
1220.0,61347.89278888053
1240.0,62214.262467109205
1260.0,63080.25793545208
1280.0,63942.16677350567
1300.0,64798.19486946274
1320.0,65647.77962870312
1340.0,66490.84989584758
1360.0,67325.86555791822
1380.0,68151.39216404161
1400.0,68963.94960504276
1420.0,69764.8957157049
1440.0,70549.53324122143
1460.0,71331.71725376045
1480.0,72098.03373325568
1500.0,72946.91865047245
