x_coord,kyy
-200.0,0.0
-180.0,2.537332528519019
-160.0,65.45556273142347
-140.0,218.48936585595789
-120.0,462.9597623831471
-100.0,790.03078680687
-80.0,1169.5589900173943
-60.0,1592.1478547014908
-50.0,1651.0544197529134
-40.0,1644.7200086294492
-30.0,1530.8787077498594
-25.0,1458.3369898040555
-20.0,1363.0095360215055
-15.0,1188.2405248803466
-10.0,925.7999667796471
-5.0,712.4713203523986
0.0,502.96132850999044
5.0,596.8133242925712
10.0,691.2515002353744
20.0,883.2450683858075
30.0,1075.0085062716057
40.0,1264.0511864011721
60.0,1638.6194707218135
80.0,2004.242894020435
100.0,2360.2732114908863
120.0,2706.7056380006597
140.0,3044.0645764592937
160.0,3373.16100157547
180.0,3695.3751860062825
200.0,4012.4718016793895
220.0,4326.5030286676265
240.0,4639.551497364087
260.0,4953.146433363748
280.0,5268.74483496295
300.0,5586.906625205
320.0,5907.979658669352
340.0,6232.335216290941
360.0,6559.6849496742625
380.0,6889.884229736336
400.0,7222.402650361482
420.0,7556.435883831915
440.0,7891.424103014915
460.0,8226.27370148629
480.0,8560.365056296805
500.0,8892.856994201367
520.0,9222.242376599695
540.0,9547.274472738938
560.0,9866.756403293231
580.0,10179.446753073618
600.0,10484.865964912016
620.0,10782.815610897997
640.0,11074.668675758403
660.0,11360.820281444201
680.0,11643.618795976969
700.0,11924.821133533924
720.0,12206.132330112323
740.0,12489.022137589978
760.0,12774.827356701091
780.0,13063.41290008492
800.0,13354.692117821016
820.0,13648.178389866725
840.0,13943.598212567922
860.0,14240.972126463326
880.0,14540.525912158357
900.0,14842.27414299936
920.0,15146.495178524083
940.0,15453.311023671089
960.0,15762.579569515736
980.0,16074.241523550168
1000.0,16387.753505880304
1020.0,16704.4298360796
1040.0,17025.127727659183
1060.0,17350.917492821285
1080.0,17682.5885104802
1100.0,18020.612872220496
1120.0,18363.83046553134
1140.0,18710.511187558524
1160.0,19058.985250151174
1180.0,19407.144865107464
1200.0,19754.14169319918
1220.0,20100.158218458982
1240.0,20446.11329132846
1260.0,20795.768791744355
1280.0,21149.645184102552
1300.0,21510.77442749169
1320.0,21877.46212876854
1340.0,22252.02929499173
1360.0,22625.957395290625
1380.0,23005.122700053147
1400.0,23369.9954932436
1420.0,23742.080518284813
1440.0,24077.261552333362
1460.0,24446.439413474694
1480.0,24723.51417552239
1500.0,25227.424624163606
