x_coord,D_L,RMSE,a_L
40.0,8.13598307298053e-07,0.004522670194560492,2.6021088234194587
60.0,9.61595252877462e-07,0.0036941588488479814,4.293122056760433
80.0,1.1120501343326017e-06,0.003400486974828072,6.0122196676288775
100.0,1.261854076864669e-06,0.003049203910717229,7.723879649776655
120.0,1.4117532072735253e-06,0.0033607812523773076,9.436627248690263
140.0,1.5810781140845508e-06,0.0037401109902310803,11.371333786252139
160.0,1.7338137419066088e-06,0.0037287540605818047,13.11649120716094
180.0,1.903484260920316e-06,0.0034830741315860546,15.0551467100616
200.0,2.114262021324905e-06,0.003391845278054221,17.463493590078045
220.0,2.357572105718232e-06,0.0034399929094410045,20.24355483325866
240.0,2.617798446765108e-06,0.003688403494427168,23.216901240182032
260.0,2.9206313359437437e-06,0.0039193934962044865,26.677070104391365
280.0,3.140014142876547e-06,0.004031287971660815,29.183738253781016
300.0,3.340815678335066e-06,0.004151421569316459,31.47809677858821
320.0,3.551461753150999e-06,0.004365226950891203,33.8849390189502
340.0,3.7483868372674993e-06,0.004677414170737771,36.13500520723589
360.0,3.903338783190805e-06,0.004848331454762754,37.90548628076355
380.0,4.079053446776887e-06,0.005130884441785456,39.913202184985984
400.0,4.322019695897376e-06,0.005460265379159079,42.6893347660298
420.0,4.496396471241068e-06,0.005922165977464858,44.68176395799102
440.0,4.709504148385522e-06,0.006354820783938009,47.11673246877335
460.0,4.929023268170939e-06,0.006756548508943672,49.62495812893961
480.0,5.054668249226238e-06,0.007016462776377062,51.06057779551838
500.0,5.183705275038976e-06,0.007037546450554651,52.53495496854742
520.0,5.33073170438375e-06,0.007030808370798174,54.214879082518294
540.0,5.503538997686377e-06,0.007000763721125152,56.18937537126625
560.0,5.733295575757087e-06,0.007009556889506382,58.81457423901076
580.0,6.087295670774752e-06,0.007032287103634391,62.859379643171216
600.0,6.339232514928917e-06,0.006943667560122074,65.73801025114052
620.0,6.577050167097514e-06,0.0067645259377146485,68.45531495877992
640.0,6.802466673049698e-06,0.006435536222699741,71.03092415859345
660.0,6.913071256870814e-06,0.006075465578690145,72.29469223284282
680.0,7.113970363849466e-06,0.005813342400265257,74.59016560992683
700.0,7.186123515705197e-06,0.005718792944153796,75.41458758794553
720.0,7.383019270132922e-06,0.005793110395872908,77.66431865518089
740.0,7.676962273524781e-06,0.005905938091361479,81.02291167639243
760.0,8.086300212249884e-06,0.005889708570023756,85.7000073325407
780.0,8.590232327892773e-06,0.005789648047558061,91.45793613925656
800.0,8.958403336175115e-06,0.005589402599129928,95.66465841112857
820.0,9.191679028819872e-06,0.005430429226291774,98.33006668516224
840.0,9.305300020118593e-06,0.0051972803699921735,99.62830023396454
860.0,9.380072390626244e-06,0.005220344404966716,100.48264940665653
880.0,9.471318560561945e-06,0.005508752960284949,101.52522822643468
900.0,9.552833685062544e-06,0.0059259264643487805,102.45662011231647
920.0,9.604678847328881e-06,0.006226286694733734,103.04900298301597
940.0,9.586836445447718e-06,0.006404754082988252,102.84513568306924
960.0,9.543263127491236e-06,0.0064498422691686855,102.34726691289622
980.0,9.459307764287207e-06,0.0064911053691808045,101.38799285739358
1000.0,9.564956656860919e-06,0.006593187564392749,102.59513719899155
1020.0,9.671107952356802e-06,0.006711438518752413,103.80802199683026
1040.0,9.844754083427646e-06,0.006807067351192313,105.79210284667256
1060.0,1.0172938217882855e-05,0.006944638378859314,109.54193506222016
1080.0,1.0482001147080529e-05,0.006863907317231438,113.0732883692921
1100.0,1.0932985693369177e-05,0.00682014154998942,118.22623820093027
1120.0,1.1447571474893826e-05,0.006885065871465182,124.10589580359607
1140.0,1.1834955490637441e-05,0.006924251652243403,128.53214591600624
1160.0,1.2120120117068726e-05,0.007063327515511933,131.79043719416848
1180.0,1.2311509393721517e-05,0.006940541847278208,133.97725124139336
1200.0,1.2239372076126893e-05,0.006796092946768755,133.1530101856563
1220.0,1.1951286601404669e-05,0.006686750612142509,129.86134529229395
1240.0,1.1617329639328037e-05,0.006460929683165261,126.04555274315025
1260.0,1.127266377774609e-05,0.006254760731815506,122.10740029862419
1280.0,1.0986978327415197e-05,0.006160410850725008,118.84315808611646
1300.0,1.0778852142347143e-05,0.006189368180205633,116.46510810828084
1320.0,1.084078654352787e-05,0.006258080840914536,117.1727706318933
1340.0,1.101893277634391e-05,0.006324303145936455,119.20826964832489
1360.0,1.1228968790353322e-05,0.006331326610281981,121.6081413333627
1380.0,1.1333285003904787e-05,0.006373670449435408,122.80005848325348
1400.0,1.1256232750448306e-05,0.006353343210753829,121.91965936593697
1420.0,1.1049398268486318e-05,0.006307947579003125,119.55636838895337
1440.0,1.0836295753371943e-05,0.006324210789740382,117.12145885953137
1460.0,1.062097991446823e-05,0.006280127186934459,114.66125989050109
1480.0,1.0447539069584471e-05,0.006213262840441593,112.67952464081712
1500.0,1.0359663496890027e-05,0.0061294357261054136,111.67545826815007
