x_coord,kyy
-200.0,0.0
-180.0,181.37191293832672
-160.0,526.4663166057711
-140.0,1233.1281982666524
-120.0,1521.085818618886
-100.0,2227.761852170299
-80.0,2304.2270504827484
-60.0,2632.029073216378
-50.0,2674.780146448216
-40.0,2614.301751011067
-30.0,2453.1487970371436
-25.0,2457.2693071389585
-20.0,2105.702863469283
-15.0,2012.9135971725511
-10.0,1406.4141537417909
-5.0,1284.885174225661
0.0,687.3448916382658
5.0,783.433494322308
10.0,875.1317598866293
20.0,1056.527700640478
30.0,1234.953047252787
40.0,1401.48738343049
60.0,1727.0978388641022
80.0,2033.5870323071942
100.0,2322.970454854575
120.0,2600.1993878666663
140.0,2869.649099170741
160.0,3136.172137625133
180.0,3405.9666610300237
200.0,3683.6677125136407
220.0,3971.015311903888
240.0,4270.285599566197
260.0,4581.8291177923265
280.0,4902.81587139868
300.0,5230.725744839163
320.0,5563.3624582242555
340.0,5901.205907594622
360.0,6243.9153296635905
380.0,6588.500562839128
400.0,6929.460209098531
420.0,7261.762775425064
440.0,7583.604065973182
460.0,7898.571131722182
480.0,8215.297993643668
500.0,8542.115520738349
520.0,8879.918024169248
540.0,9225.513950179236
560.0,9576.485790645278
580.0,9926.484258735629
600.0,10273.37169162184
620.0,10618.122969117176
640.0,10962.199342285106
660.0,11303.392878707391
680.0,11639.575650649438
700.0,11972.520782398866
720.0,12302.650143785579
740.0,12633.201743586622
760.0,12972.387999225606
780.0,13326.892555955075
800.0,13695.825712287002
820.0,14070.414841417181
840.0,14440.253379400576
860.0,14800.545546693163
880.0,15149.582177862314
900.0,15485.396111684102
920.0,15804.113087326288
940.0,16104.31629377271
960.0,16388.336213194572
980.0,16660.047882749408
1000.0,16923.16137205126
1020.0,17184.692651556004
1040.0,17449.524979131893
1060.0,17720.07132591233
1080.0,17995.955413965985
1100.0,18278.04885407803
1120.0,18566.146865771105
1140.0,18864.432428956286
1160.0,19174.067636033822
1180.0,19504.576510061353
1200.0,19861.081558413356
1220.0,20244.446123410355
1240.0,20645.195837898984
1260.0,21062.302812570284
1280.0,21488.010197111653
1300.0,21928.774816654288
1320.0,22374.656179024427
1340.0,22837.553482862782
1360.0,23287.320734754903
1380.0,23751.604149371287
1400.0,24165.276833589203
1420.0,24604.813657693332
1440.0,24943.73437065471
1460.0,25342.982917668054
1480.0,25574.73400323936
1500.0,25993.364535900364
