time,R_eff
60000000.0,1.4871056491908596
120000000.0,2.0408708853683524
180000000.0,2.030397903032898
240000000.0,2.0187850100235245
300000000.0,2.009340702363424
360000000.0,2.0065736022951786
420000000.0,2.01115990119258
480000000.0,2.020822829236477
540000000.0,2.0332138714923227
600000000.0,2.0467202818619317
660000000.0,2.060299028205295
720000000.0,2.0734747827943525
780000000.0,2.086075814383617
840000000.0,2.0980963327294595
900000000.0,2.1093688874124235
960000000.0,2.1198842181219137
1020000000.0,2.1297658631187066
1080000000.0,2.139130776995835
1140000000.0,2.148126981894804
1200000000.0,2.1568166742123553
1260000000.0,2.165240476874184
1320000000.0,2.1734402328114157
1380000000.0,2.1814170705137332
1440000000.0,2.1891851517400833
1500000000.0,2.196820583551405
1560000000.0,2.204383724794553
1620000000.0,2.21197921047152
1680000000.0,2.219696144698557
1740000000.0,2.2275962448974496
1800000000.0,2.2357861889423023
1860000000.0,2.244385825717586
1920000000.0,2.2534478343080795
1980000000.0,2.262974269842664
2040000000.0,2.273022425066626
2100000000.0,2.283614493726197
2160000000.0,2.2947421136919623
2220000000.0,2.3063821604808292
2280000000.0,2.318487377921188
2340000000.0,2.331029307133485
2400000000.0,2.3439807196442137
2460000000.0,2.3573239702204503
2520000000.0,2.3710147467538465
2580000000.0,2.3850695404717643
2640000000.0,2.39953167418378
2700000000.0,2.4143667713670935
2760000000.0,2.429601012414082
2820000000.0,2.4452558803575632
2880000000.0,2.4613336513441793
2940000000.0,2.4778793693841505
3000000000.0,2.4948830659710897
3060000000.0,2.512332079256089
3120000000.0,2.530257254241506
3180000000.0,2.548647573264854
3240000000.0,2.567511542113371
3300000000.0,2.586851663798455
3360000000.0,2.606657870425692
3420000000.0,2.6269433837845066
3480000000.0,2.647707328089581
3540000000.0,2.6689578520597896
3600000000.0,2.690671407160807
3660000000.0,2.7128536425797893
3720000000.0,2.7355242825011077
3780000000.0,2.7586876170676993
3840000000.0,2.782340860531773
3900000000.0,2.806459833408264
3960000000.0,2.831054237225312
4020000000.0,2.8561424176556933
4080000000.0,2.881715132139606
4140000000.0,2.907792620915983
4200000000.0,2.934356261855285
4260000000.0,2.9614020781756296
4320000000.0,2.988962495248311
4380000000.0,3.0170101009568313
4440000000.0,3.0455668035989953
4500000000.0,3.0746340880298066
4560000000.0,3.10421213381468
4620000000.0,3.134301167373169
4680000000.0,3.1648943857763925
4740000000.0,3.196021304664482
4800000000.0,3.2276632153447364
4860000000.0,3.259831907985303
4920000000.0,3.2925621381783685
4980000000.0,3.3258422183483876
5040000000.0,3.359650350957096
5100000000.0,3.3940175136622512
5160000000.0,3.4289575012613294
5220000000.0,3.4644812637752076
5280000000.0,3.500560117523214
5340000000.0,3.5371968841643553
5400000000.0,3.574458872345585
5460000000.0,3.6123126602549953
5520000000.0,3.6507650043734654
5580000000.0,3.689832506881942
5640000000.0,3.7295182614380487
5700000000.0,3.7698193049560427
5760000000.0,3.810734267849754
5820000000.0,3.8522850612346238
5880000000.0,3.89447377120493
5940000000.0,3.937311201835956
6000000000.0,3.980806494297789
6060000000.0,4.024957129628479
6120000000.0,4.069760513669564
6180000000.0,4.115243001080818
6240000000.0,4.161398659980164
6300000000.0,4.208230831808549
6360000000.0,4.255764669273442
6420000000.0,4.303985003558389
6480000000.0,4.352894382278656
6540000000.0,4.4025118618348245
6600000000.0,4.452859272532254
6660000000.0,4.503914411230189
6720000000.0,4.555666608449412
6780000000.0,4.608187210958683
6840000000.0,4.661462487711371
6900000000.0,4.715463501613923
6960000000.0,4.770218950647592
7020000000.0,4.825723436863304
7080000000.0,4.88200369254496
7140000000.0,4.939084442170385
7200000000.0,4.996934763877331
7260000000.0,5.055569885588101
7320000000.0,5.114995301554297
7380000000.0,5.175245104254488
7440000000.0,5.2363399477691015
7500000000.0,5.298240766935615
7560000000.0,5.3609828744043995
7620000000.0,5.4245530072732615
7680000000.0,5.488956498632561
7740000000.0,5.554264808572195
7800000000.0,5.6204388644182774
7860000000.0,5.6874761710618245
7920000000.0,5.755399400465563
7980000000.0,5.824225835970211
8040000000.0,5.893976950524651
8100000000.0,5.964637241809343
8160000000.0,6.036218678848727
8220000000.0,6.108722696341921
8280000000.0,6.182185284983607
8340000000.0,6.25663502540765
8400000000.0,6.332043534396432
8460000000.0,6.408409265458457
8520000000.0,6.485778090358934
8580000000.0,6.564160197428949
8640000000.0,6.643561032478736
8700000000.0,6.723960634713573
8760000000.0,6.805397184803392
8820000000.0,6.8878936320416635
8880000000.0,6.9714661549200585
8940000000.0,7.056106957005974
9000000000.0,7.141805642456297
9060000000.0,7.228617151325588
9120000000.0,7.316538898514327
9180000000.0,7.405565793230089
9240000000.0,7.49572591346337
9300000000.0,7.58702806295775
9360000000.0,7.679506973535692
9420000000.0,7.773174749028354
9480000000.0,7.868011769536579
9540000000.0,7.96407090586504
9600000000.0,8.06134315174656
9660000000.0,8.159832638132885
9720000000.0,8.259542394965202
9780000000.0,8.360528024371586
9840000000.0,8.462808292639789
9900000000.0,8.566353597589647
9960000000.0,8.671189419425374
10020000000.0,8.777359307916143
10080000000.0,8.884887080845889
10140000000.0,8.993766002933722
10200000000.0,9.103964412433209
10260000000.0,9.21553711513101
10320000000.0,9.328553080184841
10380000000.0,9.442956272594412
10440000000.0,9.558781623646084
10500000000.0,9.676034391216064
10560000000.0,9.794783114695312
10620000000.0,9.915020382226103
10680000000.0,10.036734130298049
10740000000.0,10.1599964431825
10800000000.0,10.284766487996736
10860000000.0,10.411109867015906
10920000000.0,10.539026580124558
10980000000.0,10.668513655357826
11040000000.0,10.799629446030421
11100000000.0,10.932334604333882
11160000000.0,11.066679182000554
11220000000.0,11.202762442785492
11280000000.0,11.340488982733431
11340000000.0,11.47991402891314
11400000000.0,11.62104043276976
11460000000.0,11.763906772075307
11520000000.0,11.908623696851606
11580000000.0,12.05506142625129
11640000000.0,12.203309606752141
11700000000.0,12.35340045358855
11760000000.0,12.505374329577267
11820000000.0,12.659227066073925
11880000000.0,12.814941135258142
11940000000.0,12.9726033510863
12000000000.0,13.132220501432066
12060000000.0,13.293806533258667
12120000000.0,13.45735672677696
12180000000.0,13.622892008102934
12240000000.0,13.790486806946006
12300000000.0,13.96021138863508
12360000000.0,14.132003130975566
12420000000.0,14.305843700722644
12480000000.0,14.48185864740418
12540000000.0,14.660068888617312
12600000000.0,14.84041027041343
12660000000.0,15.022994984830532
12720000000.0,15.207826772510014
12780000000.0,15.394879612131575
12840000000.0,15.584268907307596
12900000000.0,15.77602874495934
12960000000.0,15.970081074981055
13020000000.0,16.1665413918732
13080000000.0,16.36547075231299
13140000000.0,16.566747264751807
13200000000.0,16.77055587692565
13260000000.0,16.976856888631218
13320000000.0,17.185652696316957
13380000000.0,17.397034119476448
13440000000.0,17.611006823051525
13500000000.0,17.827686491030892
13560000000.0,18.04691411331765
13620000000.0,18.268794528457274
13680000000.0,18.493436780077246
13740000000.0,18.720821041119734
13800000000.0,18.951029407570175
13860000000.0,19.183999353490943
13920000000.0,19.41987924281819
13980000000.0,19.658677066888483
14040000000.0,19.900398977398204
14100000000.0,20.144998514477233
14160000000.0,20.3925332287885
14220000000.0,20.6432479208869
14280000000.0,20.896993641145375
14340000000.0,21.153814377046306
14400000000.0,21.413819983815475
14460000000.0,21.67694606239111
14520000000.0,21.943358985815344
14580000000.0,22.21298592099965
14640000000.0,22.485830553065963
14700000000.0,22.762017186025894
14760000000.0,23.041654846267445
14820000000.0,23.324792966019565
14880000000.0,23.611342683137607
14940000000.0,23.901409818050084
15000000000.0,24.194957033334678
15060000000.0,24.49213562037074
15120000000.0,24.792913026100358
15180000000.0,25.097447424804397
15240000000.0,25.405703119634165
15300000000.0,25.717607876079363
15360000000.0,26.033248520268057
15420000000.0,26.352875897342813
15480000000.0,26.676454383658587
15540000000.0,27.00394253912579
15600000000.0,27.335528990458315
15660000000.0,27.67102726766272
15720000000.0,28.010536125930486
15780000000.0,28.354318317540002
15840000000.0,28.702465313114445
15900000000.0,29.054596293280465
15960000000.0,29.411147865438288
16020000000.0,29.772150041689862
16080000000.0,30.137340297107606
16140000000.0,30.50715187396911
16200000000.0,30.881433342535903
16260000000.0,31.260037366966777
16320000000.0,31.6433613234302
16380000000.0,32.03148543287105
16440000000.0,32.42449016352775
16500000000.0,32.82226014880812
16560000000.0,33.2246436056289
16620000000.0,33.63214503582586
16680000000.0,34.04446512541557
16740000000.0,34.4619091065133
16800000000.0,34.88459524533728
16860000000.0,35.312249782880976
16920000000.0,35.7451516048892
16980000000.0,36.18322778061058
17040000000.0,36.62635535663651
17100000000.0,37.07518709633304
17160000000.0,37.52974178931477
17220000000.0,37.98943590436095
17280000000.0,38.45495694701649
17340000000.0,38.92625160981475
17400000000.0,39.403152779198415
17460000000.0,39.885982594017925
17520000000.0,40.37454842814304
17580000000.0,40.86912775222467
17640000000.0,41.369858726013426
17700000000.0,41.876267876440224
17760000000.0,42.389192995796876
17820000000.0,42.908430795402474
17880000000.0,43.433723629762675
17940000000.0,43.96511237889125
18000000000.0,44.5033366026374
18060000000.0,45.04831021044269
18120000000.0,45.599427374149364
18180000000.0,46.157720190020186
18240000000.0,46.72300391926002
18300000000.0,47.29470980216129
18360000000.0,47.87337836174233
18420000000.0,48.45883266073748
18480000000.0,49.05198536363126
18540000000.0,49.65255147620975
18600000000.0,50.25963726334155
18660000000.0,50.87420314194645
18720000000.0,51.4964980618696
18780000000.0,52.1264794869053
18840000000.0,52.763725038406584
18900000000.0,53.408386313874736
18960000000.0,54.061344215894614
19020000000.0,54.7227641170983
19080000000.0,55.39156962889588
19140000000.0,56.06843818893967
19200000000.0,56.753753119379475
19260000000.0,57.447102148490885
19320000000.0,58.14931072857585
19380000000.0,58.86056939121386
19440000000.0,59.57954863447046
19500000000.0,60.307072455933024
19560000000.0,61.044280911914726
19620000000.0,61.789648097680285
19680000000.0,62.5433400026955
19740000000.0,63.30728039280826
19800000000.0,64.08063398780646
19860000000.0,64.86340061163037
19920000000.0,65.65533502728844
19980000000.0,66.45628322123412
20040000000.0,67.26762902448786
20100000000.0,68.08884937517033
20160000000.0,68.92025927439188
20220000000.0,69.76114350374947
20280000000.0,70.6117975367417
20340000000.0,71.47302952471647
20400000000.0,72.34522360283462
20460000000.0,73.22831565959791
20520000000.0,74.12090724635418
20580000000.0,75.02520040821963
20640000000.0,75.94070040053282
20700000000.0,76.86592571035504
20760000000.0,77.80283328272111
20820000000.0,78.75148531091781
20880000000.0,79.71175338542106
20940000000.0,80.68294332065197
21000000000.0,81.6659387831765
21060000000.0,82.66168081064032
21120000000.0,83.66798639257514
21180000000.0,84.68641316093765
21240000000.0,85.71838473246143
21300000000.0,86.76269005215103
21360000000.0,87.81901161651001
21420000000.0,88.88900659164466
21480000000.0,89.97331389240307
21540000000.0,91.068212511047
21600000000.0,92.17545207667631
21660000000.0,93.2986116861081
21720000000.0,94.43464847815864
21780000000.0,95.58347340752682
21840000000.0,96.74695598535874
21900000000.0,97.92440449439216
21960000000.0,99.11560563131323
22020000000.0,100.32044139990654
22080000000.0,101.54067374807697
22140000000.0,102.77589841361531
22200000000.0,104.02630930981879
22260000000.0,105.29262972028286
22320000000.0,106.5737270090526
22380000000.0,107.8692981768262
22440000000.0,109.18132017985755
22500000000.0,110.50909699327588
22560000000.0,111.8508476347595
22620000000.0,113.21061400771666
22680000000.0,114.5877638253481
22740000000.0,115.97906324611138
22800000000.0,117.38613791306565
22860000000.0,118.81474037356485
22920000000.0,120.25979897523816
22980000000.0,121.71854454453559
23040000000.0,123.19690184131106
23100000000.0,124.69578128641328
23160000000.0,126.21326495241901
23220000000.0,127.74792359527213
23280000000.0,129.29862597406165
23340000000.0,130.8694247797744
23400000000.0,132.45978188182286
23460000000.0,134.06397068056393
23520000000.0,135.68809691693224
23580000000.0,137.33549419427146
23640000000.0,139.0017624557957
23700000000.0,140.68917324058378
23760000000.0,142.39777650010166
23820000000.0,144.1228992170919
23880000000.0,145.9834999675936
23940000000.0,147.86915608906799
24000000000.0,149.6583549674804
24060000000.0,151.46998237379913
24120000000.0,153.30357022647482
24180000000.0,155.1603346021633
24240000000.0,157.03699441226638
24300000000.0,158.9373913941135
24360000000.0,160.86242415646993
24420000000.0,162.80690046333075
24480000000.0,164.77656503454577
24540000000.0,166.7702856618062
24600000000.0,168.78808525974867
24660000000.0,170.83101004182595
24720000000.0,172.8979980322536
24780000000.0,174.9864959073206
24840000000.0,177.1046795340643
24900000000.0,179.2465087503151
24960000000.0,181.41230508019402
25020000000.0,183.6066606980078
25080000000.0,185.822986573888
25140000000.0,188.12135866763015
25200000000.0,190.6154582327381
25260000000.0,193.08459523181625
25320000000.0,195.41348246802298
25380000000.0,197.77604644111642
25440000000.0,200.16680320459
25500000000.0,202.58196860452614
25560000000.0,205.03167365386227
25620000000.0,207.5099138931639
25680000000.0,210.00316769956746
25740000000.0,212.8146268400219
25800000000.0,215.680245902278
25860000000.0,218.2795514908866
25920000000.0,220.9042584794336
25980000000.0,223.56828257412582
26040000000.0,226.26147496058164
26100000000.0,228.99327605828557
26160000000.0,231.81881208928806
26220000000.0,234.83691684757284
26280000000.0,237.8317842927841
26340000000.0,240.68975762108934
26400000000.0,243.58578367193132
26460000000.0,246.51462551483127
26520000000.0,249.47826808949247
26580000000.0,252.4771196000274
26640000000.0,255.51195188285462
26700000000.0,258.5882651278328
26760000000.0,261.69084133954186
26820000000.0,265.0539430800875
26880000000.0,268.91693253416236
26940000000.0,272.6017849371243
27000000000.0,274.2488614297459
