x_coord,D_T
-200.0,4.443611866989005e-07
-180.0,6.449212474521449e-07
-160.0,1.2884014687258768e-06
-140.0,1.2184089081217732e-06
-120.0,1.2184262441879326e-06
-100.0,9.593480233286309e-07
-80.0,4.952273531609092e-07
-60.0,4.0735875259280934e-07
-50.0,-4.3431940050197e-08
-40.0,-5.429968141484093e-07
-30.0,-2.3629539002012764e-07
-25.0,-1.7024850998515223e-06
-20.0,-2.1773430112803355e-06
-15.0,-3.4265147287237585e-06
-10.0,-3.5673393255972586e-06
-5.0,-3.5234394368106113e-06
0.0,-2.4571132681402708e-06
5.0,9.20155668128369e-07
10.0,8.953752585364445e-07
20.0,8.815621671833857e-07
30.0,8.451512354292636e-07
40.0,8.099272844457404e-07
60.0,7.743220814122607e-07
80.0,7.299439654653417e-07
100.0,6.941001459032513e-07
120.0,6.696813492663329e-07
140.0,6.56566628237727e-07
160.0,6.569890230675206e-07
180.0,6.706820892323637e-07
200.0,6.921846076348375e-07
220.0,7.186069223474581e-07
240.0,7.482469233630854e-07
260.0,7.748495945409515e-07
280.0,7.948983799772836e-07
300.0,8.091695809188951e-07
320.0,8.213382116143298e-07
340.0,8.33677279935945e-07
360.0,8.419359652203436e-07
380.0,8.397924898216848e-07
400.0,8.247462227074485e-07
420.0,8.013262366121388e-07
440.0,7.800902480882199e-07
460.0,7.738250729272383e-07
480.0,7.88341888292013e-07
500.0,8.141595495257582e-07
520.0,8.371630885397898e-07
540.0,8.532955266482308e-07
560.0,8.586886407770381e-07
580.0,8.536852414171896e-07
600.0,8.472574328425153e-07
620.0,8.438138846363072e-07
640.0,8.39455651756878e-07
660.0,8.297859901110809e-07
680.0,8.196816942362654e-07
700.0,8.122662661954836e-07
720.0,8.093341895150188e-07
740.0,8.204288851393771e-07
760.0,8.497712578139345e-07
780.0,8.862112117057851e-07
800.0,9.108148132632769e-07
820.0,9.119239058028515e-07
840.0,8.944101272908269e-07
860.0,8.689277910636644e-07
880.0,8.389419546151097e-07
900.0,8.018003760411228e-07
920.0,7.581772343562664e-07
940.0,7.156733398530126e-07
960.0,6.807712066407353e-07
980.0,6.551608293621023e-07
1000.0,6.426898513649068e-07
1020.0,6.447954282819731e-07
1040.0,6.558388858592599e-07
1060.0,6.693772926462601e-07
1080.0,6.835224821882622e-07
1100.0,6.984845388695027e-07
1120.0,7.183198899296642e-07
1140.0,7.447029546687685e-07
1160.0,7.841765110388452e-07
1180.0,8.415920674556286e-07
1200.0,9.063402898580505e-07
1220.0,9.605400066830537e-07
1240.0,1.0018744591500056e-06
1260.0,1.0324476054201892e-06
1280.0,1.0614282208194195e-06
1300.0,1.0861413440279132e-06
1320.0,1.1132538826941772e-06
1340.0,1.118014097429545e-06
1360.0,1.1197120831579284e-06
1380.0,1.0754962370981594e-06
1400.0,1.0451816632689288e-06
1420.0,9.536104971151499e-07
1440.0,9.042573569435166e-07
1460.0,7.729745614344097e-07
1480.0,7.96717494206597e-07
1500.0,1.0256448050194633e-06
