time,vt_average,vt_std_dev,vt_margin_of_error
9200000000.0,7.334816955846108e-08,7.642667898038473e-09,1.4979353825955846e-09
9300000000.0,7.268565945028318e-08,7.539332647689282e-09,1.4776820456938001e-09
9400000000.0,7.202019903256378e-08,7.445351501897034e-09,1.4592620795959388e-09
9500000000.0,7.135229081686444e-08,7.360363375978023e-09,1.442604713004457e-09
9600000000.0,7.068225005794336e-08,7.2839219332668625e-09,1.4276224655404413e-09
9700000000.0,7.00104021880988e-08,7.21580900886903e-09,1.4142725776702963e-09
9800000000.0,6.933707493991538e-08,7.155298388683323e-09,1.4024127140456796e-09
9900000000.0,6.86623802049798e-08,7.1021236351227954e-09,1.3919906538591368e-09
10000000000.0,6.798651258427532e-08,7.0556414361218485e-09,1.3828803102627287e-09
10100000000.0,6.730980195286597e-08,7.0155106925482526e-09,1.3750148290550227e-09
10200000000.0,6.663244726773734e-08,6.981342016232297e-09,1.3683178915571547e-09
10300000000.0,6.595487641837057e-08,6.952288001096047e-09,1.3626234092298217e-09
10400000000.0,6.527729065632731e-08,6.928092196839052e-09,1.3578811187377525e-09
10500000000.0,6.459973467074493e-08,6.908512491851745e-09,1.3540435670774485e-09
10600000000.0,6.392249578111878e-08,6.8927579163037595e-09,1.3509557270108717e-09
10700000000.0,6.324591060771004e-08,6.880420363393592e-09,1.348537611074743e-09
10800000000.0,6.257018682032089e-08,6.871167062820933e-09,1.3467239974886897e-09
10900000000.0,6.189549181540396e-08,6.8644288099943135e-09,1.3454033242027997e-09
11000000000.0,6.122197724626846e-08,6.860033775890507e-09,1.3445419133473712e-09
11100000000.0,6.054976606782911e-08,6.85751128694502e-09,1.3440475145989155e-09
11200000000.0,5.987932585052068e-08,6.856316016060504e-09,1.3438132458103734e-09
11300000000.0,5.921082769291236e-08,6.856457023442244e-09,1.34384088274935e-09
11400000000.0,5.854414157473109e-08,6.857522063872903e-09,1.344049626837967e-09
11500000000.0,5.7879680005992695e-08,6.859163068777178e-09,1.3443712578890502e-09
11600000000.0,5.721749860598156e-08,6.861241619655775e-09,1.3447786463752587e-09
11700000000.0,5.6557718485301815e-08,6.863443257416679e-09,1.3452101594470962e-09
11800000000.0,5.590087314288161e-08,6.865531426347731e-09,1.345619433036946e-09
11900000000.0,5.52468331580451e-08,6.867401827098756e-09,1.3459860248478126e-09
12000000000.0,5.459577860163474e-08,6.86888789530938e-09,1.3462772888649518e-09
12100000000.0,5.3947860238044756e-08,6.869862828287031e-09,1.3464683722173054e-09
12200000000.0,5.3303023228319294e-08,6.870053533994512e-09,1.3465057498491363e-09
12300000000.0,5.266162591712941e-08,6.869443041266426e-09,1.3463860954731492e-09
12400000000.0,5.202376246610052e-08,6.8681246745607575e-09,1.3461277003469966e-09
12500000000.0,5.1389538778555545e-08,6.86582480017013e-09,1.3456769332495369e-09
12600000000.0,5.075903691895615e-08,6.86238964921617e-09,1.3450036560344148e-09
12700000000.0,5.013244888727303e-08,6.857969142371422e-09,1.344137252613503e-09
12800000000.0,4.950987853566271e-08,6.852457965593524e-09,1.3430570818137915e-09
12900000000.0,4.88913836558229e-08,6.845634831512758e-09,1.3417197721077927e-09
13000000000.0,4.827707381846417e-08,6.837681140426808e-09,1.3401608773005309e-09
13100000000.0,4.7666905642846085e-08,6.828534744865115e-09,1.3383682167116034e-09
13200000000.0,4.7061095015615854e-08,6.818221065646411e-09,1.3363467727299273e-09
13300000000.0,4.645980273713061e-08,6.806752072471056e-09,1.3340988913736643e-09
13400000000.0,4.5862936129977495e-08,6.7939251721578356e-09,1.3315848651089446e-09
13500000000.0,4.527055440879162e-08,6.7799402957645476e-09,1.3288438797030356e-09
13600000000.0,4.468284769208305e-08,6.764834089016622e-09,1.3258831175861404e-09
13700000000.0,4.40998813174724e-08,6.748554748514377e-09,1.322692425478494e-09
13800000000.0,4.3521645202045515e-08,6.73122039357336e-09,1.3192949543405314e-09
13900000000.0,4.294823078932591e-08,6.712667346825771e-09,1.315658623997655e-09
14000000000.0,4.2379733495190956e-08,6.692939875841007e-09,1.3117921107340355e-09
14100000000.0,4.181608532071435e-08,6.672247529514607e-09,1.3077364853784982e-09
14200000000.0,4.125735829283045e-08,6.650562845460915e-09,1.3034863654023616e-09
14300000000.0,4.070369275326243e-08,6.627919982679451e-09,1.2990484458465062e-09
14400000000.0,4.0155017441781515e-08,6.604264848567448e-09,1.2944121247556074e-09
14500000000.0,3.9611336613184486e-08,6.579634314866335e-09,1.289584628858189e-09
14600000000.0,3.907288224230429e-08,6.554184890431428e-09,1.28459663332622e-09
14700000000.0,3.853951919824568e-08,6.52780582962787e-09,1.2794264324141233e-09
14800000000.0,3.801125752448404e-08,6.500638501833497e-09,1.2741017340108067e-09
14900000000.0,3.748816689537681e-08,6.47273639645703e-09,1.2686330218477352e-09
15000000000.0,3.697025624894673e-08,6.444131426364978e-09,1.2630265507318084e-09
15100000000.0,3.6457569834416226e-08,6.414723246465663e-09,1.2572626533864554e-09
15200000000.0,3.595005986951068e-08,6.3844911075162425e-09,1.2513372630348077e-09
15300000000.0,3.5447798202451445e-08,6.35381544557769e-09,1.2453249437746587e-09
15400000000.0,3.495067114779776e-08,6.3226368849866246e-09,1.23921405818983e-09
15500000000.0,3.4458811941610615e-08,6.290769709119329e-09,1.2329682064909398e-09
15600000000.0,3.397215472123088e-08,6.258331881005164e-09,1.2266105090068933e-09
15700000000.0,3.3490673076778425e-08,6.2254416857540396e-09,1.2201641491932238e-09
15800000000.0,3.3014554573113747e-08,6.192001059600473e-09,1.213609906905078e-09
15900000000.0,3.254365809456758e-08,6.15814563444752e-09,1.20697436550697e-09
16000000000.0,3.207785826248604e-08,6.123949907185447e-09,1.2002721261210883e-09
16100000000.0,3.1617213103054194e-08,6.089276863215465e-09,1.1934763343795343e-09
16200000000.0,3.1161862734753774e-08,6.054167691848348e-09,1.186595063238875e-09
16300000000.0,3.071167424542032e-08,6.018779653391414e-09,1.1796591351529641e-09
16400000000.0,3.0266618093708605e-08,5.983152481543486e-09,1.1726763377836684e-09
16500000000.0,2.982672479068024e-08,5.947215409886077e-09,1.1656328011678325e-09
16600000000.0,2.9391958263240174e-08,5.910966335718157e-09,1.1585281131836281e-09
16700000000.0,2.8962257234394674e-08,5.874508541602526e-09,1.151382516841387e-09
16800000000.0,2.8537661158568467e-08,5.837771195776153e-09,1.1441821293706585e-09
16900000000.0,2.8118136865084964e-08,5.800808565423841e-09,1.1369375869442184e-09
17000000000.0,2.7703559278346732e-08,5.763680420568031e-09,1.1296606042712013e-09
17100000000.0,2.7294060302539028e-08,5.726362563562226e-09,1.1223464387000418e-09
17200000000.0,2.688955300427802e-08,5.688932349416093e-09,1.1150102515340376e-09
17300000000.0,2.648994594820443e-08,5.651425611862397e-09,1.1076590660557535e-09
17400000000.0,2.6095335627319603e-08,5.6137545125577765e-09,1.1002756662662448e-09
17500000000.0,2.5705638034201505e-08,5.575910162032568e-09,1.0928583098614731e-09
17600000000.0,2.5320736342733404e-08,5.537985513135795e-09,1.0854252152650728e-09
17700000000.0,2.494072822854347e-08,5.49998306860801e-09,1.077976873005179e-09
17800000000.0,2.456552404587163e-08,5.46188226031456e-09,1.0705092518014762e-09
17900000000.0,2.4195026525078375e-08,5.423716378862156e-09,1.0630288764929825e-09
18000000000.0,2.382927903134828e-08,5.385571684927428e-09,1.0555526538616453e-09
18100000000.0,2.3468276960066845e-08,5.347314266590756e-09,1.0480543376535095e-09
18200000000.0,2.3111973503391456e-08,5.309033752568004e-09,1.0405514947740821e-09
18300000000.0,2.2760324386372812e-08,5.270787136040202e-09,1.0330552956815815e-09
18400000000.0,2.2413240989337858e-08,5.232558156116416e-09,1.0255625532999489e-09
18500000000.0,2.2070607073184547e-08,5.194306945228125e-09,1.0180654537293394e-09
18600000000.0,2.1732510384588076e-08,5.155964624483494e-09,1.0105504969550234e-09
18700000000.0,2.139896146242278e-08,5.1176497893783185e-09,1.0030409272670497e-09
18800000000.0,2.1069834894402477e-08,5.079371424986518e-09,9.955385057075466e-10
18900000000.0,2.0745121574477104e-08,5.041084463476388e-09,9.880343991438144e-10
19000000000.0,2.0424750331397676e-08,5.0028383135257405e-09,9.805382914987554e-10
19100000000.0,2.0108692849887666e-08,4.964684865851733e-09,9.730603531660467e-10
19200000000.0,1.9796967428740273e-08,4.926504953453721e-09,9.655772278427468e-10
19300000000.0,1.9489466422526543e-08,4.888375669644551e-09,9.58104025540519e-10
19400000000.0,1.91861785400078e-08,4.85033028924519e-09,9.506472680044316e-10
19500000000.0,1.8887029045775737e-08,4.812275974255708e-09,9.431887593208589e-10
19600000000.0,1.8591982256689714e-08,4.774345614657781e-09,9.357545454475997e-10
19700000000.0,1.83010770877654e-08,4.736488662865786e-09,9.283347192399218e-10
19800000000.0,1.8014195879868e-08,4.698628699739903e-09,9.209143028216475e-10
19900000000.0,1.7731298029990195e-08,4.660859981176845e-09,9.135117700090651e-10
20000000000.0,1.7452371797376076e-08,4.623205633105175e-09,9.061316534008841e-10
20100000000.0,1.717735159390646e-08,4.58559899618291e-09,8.987608880061528e-10
20200000000.0,1.6906201739162336e-08,4.548101329350722e-09,8.914114803566158e-10
20300000000.0,1.663886824981754e-08,4.510699612214993e-09,8.840808785020174e-10
20400000000.0,1.6375375573733148e-08,4.473347528266737e-09,8.767600045734077e-10
20500000000.0,1.6115634922041757e-08,4.436078832720932e-09,8.69455474471351e-10
20600000000.0,1.5859560437271355e-08,4.398899564856515e-09,8.621684718727685e-10
20700000000.0,1.5607176228063156e-08,4.36186583253809e-09,8.549099937170474e-10
20800000000.0,1.5358444695362252e-08,4.324896671063834e-09,8.476641712142288e-10
20900000000.0,1.511325171256371e-08,4.288036545330285e-09,8.404397193238915e-10
21000000000.0,1.4871650164663576e-08,4.251370316958711e-09,8.332532706181709e-10
21100000000.0,1.4633553603181395e-08,4.214789521213586e-09,8.260835663995447e-10
21200000000.0,1.4398905887074041e-08,4.1782587191108235e-09,8.189236607547672e-10
21300000000.0,1.4167726526954349e-08,4.141829316937577e-09,8.117836291309784e-10
21400000000.0,1.3939845282889678e-08,4.10553196912936e-09,8.046694796871354e-10
21500000000.0,1.3715299861583668e-08,4.069402713335626e-09,7.975882756727402e-10
21600000000.0,1.34941043865957e-08,4.033382117399463e-09,7.905283685990851e-10
21700000000.0,1.3276228989593108e-08,3.997416938428985e-09,7.834793230511177e-10
21800000000.0,1.3061556264954634e-08,3.961643457230449e-09,7.764678495760426e-10
21900000000.0,1.285001814281471e-08,3.926032078627868e-09,7.694881476259548e-10
22000000000.0,1.264165973269559e-08,3.89051232436662e-09,7.625264037167788e-10
22100000000.0,1.2436419285316996e-08,3.8550946759357146e-09,7.555846721826112e-10
22200000000.0,1.2234266932053204e-08,3.819809876637811e-09,7.486689786000496e-10
22300000000.0,1.2035098338475835e-08,3.784702881078039e-09,7.417881339097936e-10
22400000000.0,1.1838899356458093e-08,3.7497262089618345e-09,7.349328321451108e-10
22500000000.0,1.1645697709626755e-08,3.7148977330222844e-09,7.28106576297317e-10
22600000000.0,1.1455403504908144e-08,3.680249220272142e-09,7.213155925865014e-10
22700000000.0,1.1267999379692872e-08,3.645719875542943e-09,7.145479653786016e-10
22800000000.0,1.1083413950988962e-08,3.6113234212348738e-09,7.078063842146323e-10
22900000000.0,1.0901644588531051e-08,3.577082881635772e-09,7.010953617720866e-10
23000000000.0,1.0722650575090097e-08,3.542986206377234e-09,6.944125362221575e-10
23100000000.0,1.0546351210873819e-08,3.5090780823160476e-09,6.877666660278331e-10
23200000000.0,1.0372796042045442e-08,3.47531416136353e-09,6.811490591234541e-10
23300000000.0,1.0201937182460619e-08,3.441743253424962e-09,6.745692820746638e-10
23400000000.0,1.0033660230636533e-08,3.408356711723621e-09,6.680256401443665e-10
23500000000.0,9.867927137835687e-09,3.3750499817420616e-09,6.614976410237008e-10
23600000000.0,9.704779909180667e-09,3.3419394639231863e-09,6.550080987802541e-10
23700000000.0,9.544154248576715e-09,3.3090131673395843e-09,6.485546632354396e-10
23800000000.0,9.386029082383283e-09,3.276285466137819e-09,6.421401516702147e-10
23900000000.0,9.23039376117016e-09,3.243692611569026e-09,6.357520695593962e-10
24000000000.0,9.077148914051211e-09,3.21121814478737e-09,6.293871910284773e-10
24100000000.0,8.926266612524673e-09,3.1790163368718907e-09,6.230757526533357e-10
24200000000.0,8.77776989974301e-09,3.1469758025988213e-09,6.16795923331272e-10
24300000000.0,8.631619397665323e-09,3.1150935259000008e-09,6.105471119237892e-10
24400000000.0,8.487741306275591e-09,3.0833752762637557e-09,6.0433044922982e-10
24500000000.0,8.346133793028077e-09,3.051838954929886e-09,5.981494438278935e-10
24600000000.0,8.206712667304437e-09,3.0204939878885805e-09,5.920059431781379e-10
24700000000.0,8.069468021861124e-09,2.989319611033965e-09,5.858958775905855e-10
24800000000.0,7.934429465004106e-09,2.9583870184980486e-09,5.798332008587006e-10
24900000000.0,7.801494408505933e-09,2.927600114920583e-09,5.737990786379666e-10
25000000000.0,7.670687779624918e-09,2.8969779007991324e-09,5.677972349574749e-10
25100000000.0,7.541999851465008e-09,2.866597435345408e-09,5.618427731451886e-10
25200000000.0,7.415310027763349e-09,2.83642252905248e-09,5.559286001880876e-10
25300000000.0,7.290627168102619e-09,2.806396089365274e-09,5.500435261509987e-10
25400000000.0,7.167951418639542e-09,2.7765399436690454e-09,5.441918291228199e-10
25500000000.0,7.047217609745596e-09,2.7469241825659253e-09,5.383872466091342e-10
25600000000.0,6.928403263237542e-09,2.717509170009839e-09,5.326220100876619e-10
25700000000.0,6.811521649248911e-09,2.6882892868313957e-09,5.268950182214402e-10
25800000000.0,6.696513602662083e-09,2.659263439526732e-09,5.212060566876503e-10
25900000000.0,6.583313085994037e-09,2.630428073245104e-09,5.155544287483491e-10
26000000000.0,6.47193132401226e-09,2.601792323552622e-09,5.099419249415923e-10
26100000000.0,6.362337330497573e-09,2.573345032638027e-09,5.043663583765583e-10
26200000000.0,6.254539738758772e-09,2.5451015237009884e-09,4.988307323451951e-10
26300000000.0,6.148510323772603e-09,2.5170776410148666e-09,4.933381522680178e-10
26400000000.0,6.044190299774791e-09,2.4892754141180305e-09,4.878890159272368e-10
26500000000.0,5.941574836115578e-09,2.4616416262886257e-09,4.824728930370314e-10
26600000000.0,5.840610913081151e-09,2.4342133954175127e-09,4.770970585703283e-10
26700000000.0,5.741248126999147e-09,2.407003868309226e-09,4.717640892534674e-10
26800000000.0,5.64350208087754e-09,2.3799936693918487e-09,4.664701875441352e-10
26900000000.0,5.547354758909374e-09,2.3532121373088986e-09,4.612211037107966e-10
27000000000.0,5.452781573077012e-09,2.326644275579677e-09,4.5601389849724507e-10
27100000000.0,5.359752540989383e-09,2.3002741320229533e-09,4.508454453334122e-10
27200000000.0,5.26821725156011e-09,2.2740944117685737e-09,4.457143144510204e-10
27300000000.0,5.178221359046366e-09,2.2481009738882957e-09,4.40619694243048e-10
27400000000.0,5.089712698218708e-09,2.2222833840603377e-09,4.355595396200055e-10
27500000000.0,5.002638238157778e-09,2.1967108884081467e-09,4.3054742257269534e-10
27600000000.0,4.9170077407761175e-09,2.1713637925120726e-09,4.2557948306579646e-10
27700000000.0,4.832762411203215e-09,2.1462259149567067e-09,4.2065254960016703e-10
27800000000.0,4.749901059176568e-09,2.1213087869937595e-09,4.157688822596118e-10
27900000000.0,4.668422854649953e-09,2.096576208032023e-09,4.1092138585863207e-10
28000000000.0,4.588267643770204e-09,2.072058428881935e-09,4.061159894471241e-10
28100000000.0,4.5094788033118836e-09,2.047732421432093e-09,4.0134817959818986e-10
28200000000.0,4.431981838643733e-09,2.0236179082827702e-09,3.966218218704508e-10
28300000000.0,4.35572239395561e-09,1.999728669739758e-09,3.9193961715421177e-10
28400000000.0,4.280745939321817e-09,1.9760211899645488e-09,3.872930365018496e-10
28500000000.0,4.207031215921678e-09,1.952552397539081e-09,3.8269323771039333e-10
28600000000.0,4.134554921885775e-09,1.9292926422608135e-09,3.781344094469313e-10
28700000000.0,4.063262934918721e-09,1.9062373591048827e-09,3.736156569830316e-10
28800000000.0,3.993134480050307e-09,1.8833892048995275e-09,3.691375010474602e-10
28900000000.0,3.924210092708126e-09,1.8607065647640794e-09,3.646917852734841e-10
29000000000.0,3.856410130111037e-09,1.838254740368645e-09,3.6029130855325723e-10
29100000000.0,3.789732371917549e-09,1.8160067022616698e-09,3.559307732116226e-10
29200000000.0,3.7242029625544545e-09,1.7939567500074116e-09,3.5160906198370524e-10
29300000000.0,3.6597542040035256e-09,1.7721557345052632e-09,3.473361414626442e-10
29400000000.0,3.5964019235135046e-09,1.750515282775528e-09,3.430946908626983e-10
29500000000.0,3.5341374148204374e-09,1.7290493047667014e-09,3.3888743648367546e-10
29600000000.0,3.4728745270511916e-09,1.707846526973977e-09,3.347317683990809e-10
29700000000.0,3.412639039059822e-09,1.6868232223044094e-09,3.3061127640024436e-10
29800000000.0,3.3534402416726657e-09,1.6659916537716424e-09,3.2652836399367426e-10
29900000000.0,3.2952054985275764e-09,1.6453708098417022e-09,3.224867528503238e-10
30000000000.0,3.2379588271414907e-09,1.6249620822998476e-09,3.1848671575509125e-10
30100000000.0,3.1817012497555572e-09,1.6047460343446478e-09,3.1452444316489864e-10
30200000000.0,3.126398546809196e-09,1.5846991082299266e-09,3.105953178463397e-10
30300000000.0,3.071977437438067e-09,1.564907144486288e-09,3.0671616423425433e-10
30400000000.0,3.0184687252106984e-09,1.5452821615638044e-09,3.0286973826172615e-10
30500000000.0,2.9659247024023412e-09,1.5258105998918762e-09,2.9905338230175323e-10
30600000000.0,2.9142764507729164e-09,1.5065514232494711e-09,2.9527865304265233e-10
30700000000.0,2.8634725960797366e-09,1.4875260952022333e-09,2.915497572659877e-10
30800000000.0,2.813499106333395e-09,1.4686997686389342e-09,2.8785986506346207e-10
30900000000.0,2.7643957386960744e-09,1.450026857231322e-09,2.8420004167891937e-10
31000000000.0,2.7161597774359727e-09,1.431554027662256e-09,2.805794336141278e-10
31100000000.0,2.6687210543893154e-09,1.413308558157823e-09,2.770033873031565e-10
31200000000.0,2.622068308110557e-09,1.3952410669569018e-09,2.7346222409867654e-10
31300000000.0,2.5762463701627828e-09,1.3773432673000023e-09,2.699543198256729e-10
31400000000.0,2.531221022212367e-09,1.3596419222891561e-09,2.664849199557553e-10
31500000000.0,2.4869226733991433e-09,1.3421255520285891e-09,2.630517744706973e-10
31600000000.0,2.44337839475199e-09,1.3247804653785718e-09,2.5965219995642124e-10
31700000000.0,2.400595621298889e-09,1.3076455099720886e-09,2.562938104090806e-10
31800000000.0,2.358522353674231e-09,1.2907187814040177e-09,2.5297623257213016e-10
31900000000.0,2.3171647863966022e-09,1.2739171429087523e-09,2.4968317193893195e-10
32000000000.0,2.2765233501424994e-09,1.2573228714987509e-09,2.464307545076034e-10
32100000000.0,2.2358198530294235e-09,1.2421398911922437e-09,2.4345494504972987e-10
32200000000.0,2.1950873777966858e-09,1.2283796079054595e-09,2.4075797908381336e-10
32300000000.0,2.1558218917622777e-09,1.213509568273254e-09,2.3784350487103275e-10
32400000000.0,2.1180076014083894e-09,1.197480389715112e-09,2.3470184360346076e-10
32500000000.0,2.080846997520361e-09,1.1816234509026488e-09,2.3159394070571245e-10
32600000000.0,2.044283205929384e-09,1.165950012826712e-09,2.2852200329143698e-10
32700000000.0,2.008346768110161e-09,1.1504542731537668e-09,2.2548489412415885e-10
32800000000.0,1.9729929034683827e-09,1.1351525098658224e-09,2.2248580362972605e-10
32900000000.0,1.938229674971505e-09,1.120038392147843e-09,2.195234909911922e-10
33000000000.0,1.9041324421599094e-09,1.105054806267563e-09,2.1658676212273101e-10
33100000000.0,1.870641010057319e-09,1.090236616894456e-09,2.1368245037399266e-10
33200000000.0,1.8377065683900204e-09,1.0755697684412501e-09,2.108078009004936e-10
33300000000.0,1.8053318656156843e-09,1.0611114089159955e-09,2.079740145059905e-10
33400000000.0,1.7735204527838642e-09,1.0468225746129704e-09,2.0517345444449154e-10
33500000000.0,1.7422486596901403e-09,1.0326733842005318e-09,2.0240026408261365e-10
33600000000.0,1.7114972733516802e-09,1.0187307836812193e-09,1.9966756459574544e-10
33700000000.0,1.6813144493388433e-09,1.0049467699795988e-09,1.9696594755398717e-10
33800000000.0,1.651654432270182e-09,9.913139160580677e-10,1.942939572847175e-10
