x_coord,D_L,RMSE,a_L
40.0,9.988297739463386e-07,0.006933897591687967,4.718563727992763
60.0,1.264558660983198e-06,0.005784823332353954,7.754782230348241
80.0,1.4575202543617466e-06,0.005084942234485546,9.95956156989621
100.0,1.6306433091374827e-06,0.004799564742777405,11.937665749520006
120.0,1.8323757722423524e-06,0.0046597461244602565,14.242661054451942
140.0,2.037533339816118e-06,0.004638964844945346,16.586791606126994
160.0,2.2528299437754614e-06,0.004638336645552286,19.0467707966656
180.0,2.4672427073953174e-06,0.0047226963797428355,21.496651226690048
200.0,2.673899667647033e-06,0.004854713917542331,23.857913840452337
220.0,2.8759648087336596e-06,0.005008745177225295,26.166710324303132
240.0,3.078152343905239e-06,0.005143408171410688,28.476905283078715
260.0,3.301733361276782e-06,0.0052640491918492524,31.031542188718475
280.0,3.5035712282639673e-06,0.005395440503850273,33.33774183850458
300.0,3.7145864114691503e-06,0.005544855928602302,35.74880151165422
320.0,3.8797680689102024e-06,0.005699263621688184,37.63616727818716
340.0,4.046779652026028e-06,0.005854023769918486,39.544441777126416
360.0,4.197444052760847e-06,0.005990063634306716,41.26593335547298
380.0,4.356990756859249e-06,0.006111720920539718,43.08891414004311
400.0,4.519842354983e-06,0.006231734518059747,44.94965664672025
420.0,4.6836868982694304e-06,0.006354089131609209,46.8217445457195
440.0,4.845028123681684e-06,0.006459171726411129,48.66522953243621
460.0,5.016201971024163e-06,0.006546033952480681,50.621062066173934
480.0,5.171042873667501e-06,0.006653305142045363,52.39027435908477
500.0,5.329766765100545e-06,0.0067273580926000215,54.203853685400254
520.0,5.472868496974063e-06,0.006778559209724608,55.838934202533565
540.0,5.58484385343177e-06,0.006794582723570262,57.118364726161886
560.0,5.689237633798522e-06,0.006815379191521067,58.31116815455392
580.0,5.766543631030353e-06,0.0068251878631991145,59.19446654847587
600.0,5.8324872325397725e-06,0.006839258916912061,59.94793819865098
620.0,5.886779898910236e-06,0.006837946526094448,60.5682862534462
640.0,5.946967406256105e-06,0.006816936750160273,61.25598876652991
660.0,6.015434518507578e-06,0.006790071550287073,62.03829405271407
680.0,6.107438350625139e-06,0.006748783347779155,63.089529921263804
700.0,6.207532296233059e-06,0.006707734095397678,64.23320343383294
720.0,6.286734700546437e-06,0.0066655773830076055,65.1381701767748
740.0,6.363321403613832e-06,0.006638750329459996,66.01324991492677
760.0,6.4378952378416045e-06,0.0066346547251810205,66.86533061190629
780.0,6.503204950972404e-06,0.006640067754914992,67.61155945289697
800.0,6.5729981716682055e-06,0.006664378681212743,68.40901685535913
820.0,6.646037627208282e-06,0.006713328429756601,69.24356574007254
840.0,6.7049640953976964e-06,0.00674691467280339,69.91685961862007
860.0,6.771675454870333e-06,0.00677198105985842,70.67910367197362
880.0,6.838235447441454e-06,0.006784527142834451,71.43961820697429
900.0,6.903786456654542e-06,0.0067888013953530425,72.1886040972183
920.0,6.944790895629154e-06,0.006773588730680822,72.65712085383329
940.0,6.978274224829884e-06,0.006761929254683458,73.03970140340529
960.0,7.010668234588068e-06,0.006734376148729551,73.40983538804672
980.0,7.0477473807367186e-06,0.006698093493874967,73.83350174530075
1000.0,7.08966065309394e-06,0.006649819517707497,74.3124028329631
1020.0,7.133933565966206e-06,0.0065861437008209265,74.8182651752733
1040.0,7.178245562229867e-06,0.006515236237153699,75.32457408444873
1060.0,7.219994285347353e-06,0.0064364058519150395,75.80159503234984
1080.0,7.271469559471516e-06,0.006348045241530196,76.38975156080406
1100.0,7.342169906776924e-06,0.006283566998593842,77.19757379272369
1120.0,7.422450583887375e-06,0.006238011044005241,78.11486088161504
1140.0,7.503339969659903e-06,0.006213497625406845,79.03910307622692
1160.0,7.57572975890552e-06,0.006206453784894627,79.86622887327535
1180.0,7.661885332899306e-06,0.006212033652863255,80.85064253924124
1200.0,7.727363346711523e-06,0.006210037707060904,81.59879438396922
1220.0,7.789944983667422e-06,0.006228697723611755,82.3138522241311
1240.0,7.829583221745273e-06,0.006249734093928563,82.76675876807055
1260.0,7.853487941979725e-06,0.006267537790676131,83.03989412297612
1280.0,7.866986427749517e-06,0.0062940246532680886,83.19412783352615
1300.0,7.87019401542208e-06,0.006311799370557114,83.23077773315867
1320.0,7.871209432278042e-06,0.006326395320649939,83.24237988706845
1340.0,7.874185329778906e-06,0.006337127366706757,83.27638249459069
1360.0,7.885468856940475e-06,0.006352780561263589,83.4053080860904
1380.0,7.898612260627054e-06,0.006382307683784194,83.5554846284382
1400.0,7.917096835841272e-06,0.006433434815349401,83.76668940146614
1420.0,7.95461156419117e-06,0.006494306788323896,84.19533272134352
1440.0,7.964910079092446e-06,0.00657576352616523,84.31300356187091
1460.0,8.012923127825512e-06,0.006668418709511357,84.86160069989155
1480.0,7.989356084126741e-06,0.006786655109882727,84.59232363738647
1500.0,8.14088131671349e-06,0.006879010526057419,86.32365108124766
