x_coord,D_T
-200.0,5.999242238169112e-07
-180.0,7.669410949744765e-07
-160.0,1.0438996740782597e-06
-140.0,1.0006947737901513e-06
-120.0,9.883900701389343e-07
-100.0,7.209679830670352e-07
-80.0,2.525969600210071e-07
-60.0,-1.0050649166468675e-07
-50.0,-3.461163076164579e-07
-40.0,-6.432609216272429e-07
-30.0,-9.69865849640826e-07
-25.0,-1.445245032624675e-06
-20.0,-1.7431664216888762e-06
-15.0,-2.427432253922935e-06
-10.0,-2.4090874571556542e-06
-5.0,-2.3786004832511526e-06
0.0,-1.2510974855064891e-06
5.0,6.570380520104236e-07
10.0,6.52387958478476e-07
20.0,6.467656975844809e-07
30.0,6.290156651614797e-07
40.0,6.117891508602877e-07
60.0,5.874443339954796e-07
80.0,5.617728974573135e-07
100.0,5.41764392901378e-07
120.0,5.278466212410659e-07
140.0,5.201424670641642e-07
160.0,5.188396261579545e-07
180.0,5.234115086891753e-07
200.0,5.329626623889653e-07
220.0,5.464049804971813e-07
240.0,5.611857884281513e-07
260.0,5.738334454928414e-07
280.0,5.839078299789424e-07
300.0,5.933330584788901e-07
320.0,6.028887451842468e-07
340.0,6.107717499648431e-07
360.0,6.137229953397712e-07
380.0,6.095429117401119e-07
400.0,5.986997459507694e-07
420.0,5.842513431488084e-07
440.0,5.706120422225792e-07
460.0,5.621182594730179e-07
480.0,5.606033806760437e-07
500.0,5.641320160234587e-07
520.0,5.693060148673339e-07
540.0,5.739283940747529e-07
560.0,5.776727467068251e-07
580.0,5.814784298021509e-07
600.0,5.858150466938226e-07
620.0,5.891736618441872e-07
640.0,5.892053368144338e-07
660.0,5.858041639333435e-07
680.0,5.825784914769499e-07
700.0,5.837516448805149e-07
720.0,5.912334008005838e-07
740.0,6.053735748506943e-07
760.0,6.238428382181843e-07
780.0,6.412182322169993e-07
800.0,6.518486814089356e-07
820.0,6.525718177004938e-07
840.0,6.43306357256364e-07
860.0,6.254909291404444e-07
880.0,6.010113586143407e-07
900.0,5.727632386542004e-07
920.0,5.449353029390171e-07
940.0,5.224131771152516e-07
960.0,5.082078991818458e-07
980.0,5.018325326521577e-07
1000.0,5.013786977931274e-07
1020.0,5.049338060422377e-07
1040.0,5.109542021339618e-07
1060.0,5.183332254922968e-07
1080.0,5.257740703243108e-07
1100.0,5.323094393597064e-07
1120.0,5.391394371979006e-07
1140.0,5.498282677313573e-07
1160.0,5.679542083889149e-07
1180.0,5.930311360568386e-07
1200.0,6.201911651044834e-07
1220.0,6.436701183139847e-07
1240.0,6.615580002977919e-07
1260.0,6.741612728128867e-07
1280.0,6.858145501186264e-07
1300.0,6.9755105209126e-07
1320.0,7.114678671506461e-07
1340.0,7.207016836251344e-07
1360.0,7.276386031321144e-07
1380.0,7.17295143185203e-07
1400.0,7.042300404952305e-07
1420.0,6.652014947065661e-07
1440.0,6.424686715251832e-07
1460.0,5.823677179391084e-07
1480.0,6.342139450748843e-07
1500.0,7.664503465889183e-07
