x_coord,kyy
-200.0,0.0
-180.0,0.0
-160.0,0.0
-140.0,0.0
-120.0,0.0
-100.0,0.0
-80.0,0.0
-60.0,0.0
-50.0,806.5595639818765
-40.0,779.5505815499564
-30.0,574.8398029270586
-25.0,509.89596577765707
-20.0,437.77458826086297
-15.0,367.61587933116465
-10.0,294.49535289946186
-5.0,224.08687386061393
0.0,155.49193998174735
5.0,217.78358180506615
10.0,281.3722790666621
20.0,412.8918942978185
30.0,545.5537057013248
40.0,678.8840141033411
60.0,944.4498599360529
80.0,1210.0281774154705
100.0,1474.9000682490466
120.0,1738.6149629462207
140.0,2002.571519737972
160.0,2265.4486449730202
180.0,2529.1419669951933
200.0,2791.8361180682355
220.0,3055.6971999748753
240.0,3318.5979236704898
260.0,3582.7995315687044
280.0,3846.080105088681
300.0,4110.6493408550805
320.0,4374.360074687916
340.0,4637.992782665447
360.0,4903.393555771024
380.0,5167.484995756328
400.0,5433.09258783295
420.0,5697.592980468965
440.0,5962.022214691561
460.0,6228.216808480547
480.0,6493.0321076066575
500.0,6757.758368091939
520.0,7024.41093435982
540.0,7289.49644997341
560.0,7554.4867525201225
580.0,7819.33737195814
600.0,8086.798079736271
620.0,8352.0254040971
640.0,8617.123344909747
660.0,8884.779099918642
680.0,9150.220076688758
700.0,9415.545099349607
720.0,9680.723236227483
740.0,9948.94262880504
760.0,10214.474581163016
780.0,10479.880273131448
800.0,10745.133360996937
820.0,11013.80698563021
840.0,11279.418794817811
860.0,11544.902395357214
880.0,11810.235485219335
900.0,12079.254230365916
920.0,12344.943924442701
940.0,12610.508902891057
960.0,12875.930339141227
980.0,13145.191870697188
1000.0,13410.961244796701
1020.0,13676.61272655564
1040.0,13942.130440560037
1060.0,14211.543418398496
1080.0,14477.395051699694
1100.0,14743.137471614173
1120.0,15008.757294282697
1140.0,15274.24054809384
1160.0,15544.179479285009
1180.0,15810.015628794952
1200.0,16075.740792305982
1220.0,16341.343115472962
1240.0,16606.810136798344
1260.0,16877.187629671247
1280.0,17143.01609747126
1300.0,17408.731177004625
1320.0,17674.31842379995
1340.0,17944.56294781588
1360.0,18210.44285270065
1380.0,18476.19955065329
1400.0,18741.689341261794
1420.0,19007.406017878417
1440.0,19270.547325860538
1460.0,19550.55598553768
1480.0,19767.00297572502
1500.0,20274.62134292029
