x_coord,D_T
-200.0,0.0
-180.0,0.0
-160.0,0.0
-140.0,0.0
-120.0,0.0
-100.0,0.0
-80.0,0.0
-60.0,1.5727912317921097e-06
-50.0,1.1400927425055167e-06
-40.0,-3.3889015559252805e-07
-30.0,-4.5287393502193904e-07
-25.0,-4.009157588727323e-07
-20.0,-4.1616925905739555e-07
-15.0,-4.190917696770523e-07
-10.0,-4.198223472572011e-07
-5.0,-4.065849888429033e-07
0.0,-1.843712953721192e-08
5.0,3.681999973099831e-07
10.0,3.762275331327396e-07
20.0,3.8636534221048645e-07
30.0,3.890134810123293e-07
40.0,3.894574345519571e-07
60.0,3.883991752095933e-07
80.0,3.878917206089135e-07
100.0,3.8652909267909326e-07
120.0,3.8585975465103513e-07
140.0,3.8524713572272686e-07
160.0,3.850546452946044e-07
180.0,3.849208454366436e-07
200.0,3.8504351985398764e-07
220.0,3.851945760864949e-07
240.0,3.854435857215445e-07
260.0,3.8572135090974824e-07
280.0,3.859901787923646e-07
300.0,3.863047335258294e-07
320.0,3.856198975700143e-07
340.0,3.8685573880662234e-07
360.0,3.871911865923055e-07
380.0,3.8734242296713557e-07
400.0,3.8764146959742333e-07
420.0,3.86779795403827e-07
440.0,3.880186800153981e-07
460.0,3.883009899803002e-07
480.0,3.8722727123596645e-07
500.0,3.8857077285340553e-07
520.0,3.888334781698953e-07
540.0,3.8761794780567857e-07
560.0,3.87446179974732e-07
580.0,3.892526638271249e-07
600.0,3.8952812930603566e-07
620.0,3.8780035593678046e-07
640.0,3.8957614587464015e-07
660.0,3.898269909222763e-07
680.0,3.8812264286737133e-07
700.0,3.8793044119330607e-07
720.0,3.9004694922643766e-07
740.0,3.903056768001168e-07
760.0,3.882481581990334e-07
780.0,3.880442385358651e-07
800.0,3.9043391433263835e-07
820.0,3.9069622930334114e-07
840.0,3.883635241499394e-07
860.0,3.881597106401435e-07
880.0,3.9074478517266365e-07
900.0,3.9100555200852434e-07
920.0,3.884799850728137e-07
940.0,3.882838215341769e-07
960.0,3.9098692603439245e-07
980.0,3.9124135559051473e-07
1000.0,3.8860150663710603e-07
1020.0,3.8841748018981055e-07
1040.0,3.9116807423894696e-07
1060.0,3.914122527283713e-07
1080.0,3.887281572064646e-07
1100.0,3.8855864567879763e-07
1120.0,3.8836913046290716e-07
1140.0,3.9152747861715347e-07
1160.0,3.9178553360074826e-07
1180.0,3.8870421593873e-07
1200.0,3.8853323042288984e-07
1220.0,3.883444639468245e-07
1240.0,3.918363068463116e-07
1260.0,3.921006145848241e-07
1280.0,3.8869122477948404e-07
1300.0,3.885148319171744e-07
1320.0,3.918269882444074e-07
1340.0,3.920409944755047e-07
1360.0,3.887592716178205e-07
1380.0,3.8847400054905013e-07
1400.0,3.884447349466503e-07
1420.0,3.867274070005196e-07
1440.0,3.971784197692576e-07
1460.0,3.630331993730184e-07
1480.0,5.29472800475792e-07
1500.0,7.423918620230842e-07
