x_coord,kyy
-200.0,0.0
-180.0,13121.606436467708
-160.0,13929.691747093737
-140.0,13820.300921000751
-120.0,13284.894811356842
-100.0,12474.746534887441
-80.0,11449.604734836686
-60.0,10147.165279072973
-50.0,9466.929466333015
-40.0,8723.321038761835
-30.0,7893.277500909421
-25.0,7456.090001153699
-20.0,6988.200234684556
-15.0,6478.698669361929
-10.0,5911.285641577574
-5.0,5269.779583327205
0.0,4539.221700949527
5.0,4821.729554343645
10.0,5104.533099457882
20.0,5670.518182190687
30.0,6233.440118565882
40.0,6791.062700121024
60.0,7896.021531965171
80.0,8985.998481408606
100.0,10067.391784654908
120.0,11148.115214362759
140.0,12232.02623485564
160.0,13318.83364731015
180.0,14408.731956108393
200.0,15503.36521075865
220.0,16605.18325789629
240.0,17716.68777896129
260.0,18839.225628190132
280.0,19971.156431696414
300.0,21106.790503591204
320.0,22237.070925570453
340.0,23352.48016922347
360.0,24446.864435551517
380.0,25519.524404029715
400.0,26574.361314703143
420.0,27618.159078917717
440.0,28658.647755717306
460.0,29701.608027862498
480.0,30749.872624691274
500.0,31804.2346197098
520.0,32864.617696082256
540.0,33930.79514045989
560.0,35002.17571631895
580.0,36077.65864275236
600.0,37157.27305349601
620.0,38242.28566312214
640.0,39332.34162869342
660.0,40424.31942902905
680.0,41514.08027346963
700.0,42598.115718698486
720.0,43673.80341315306
740.0,44738.82683931663
760.0,45791.79722822015
780.0,46832.17126053658
800.0,47858.51964248653
820.0,48868.00224754735
840.0,49857.13070853752
860.0,50823.34294126738
880.0,51766.58193812477
900.0,52689.92644977504
920.0,53599.277808909734
940.0,54503.28756201936
960.0,55411.724407212314
980.0,56331.237830908496
1000.0,57262.64535089614
1020.0,58201.74396091846
1040.0,59141.979007684655
1060.0,60077.095909166776
1080.0,61002.322604302215
1100.0,61914.522803477514
1120.0,62812.86631564898
1140.0,63700.60947487736
1160.0,64585.262727426256
1180.0,65474.58601075831
1200.0,66372.45615747286
1220.0,67278.07450613657
1240.0,68186.80141602694
1260.0,69092.88023815159
1280.0,69991.81896050466
1300.0,70882.14372477272
1320.0,71763.8254782785
1340.0,72638.014430765
1360.0,73503.143876396
1380.0,74358.19975762963
1400.0,75197.32249566834
1420.0,76022.35923221889
1440.0,76824.27023039549
1460.0,77619.84078875874
1480.0,78387.11324650604
1500.0,79213.79919333034
