x_coord,D_T
-200.0,6.396783137778007e-06
-180.0,3.39536241394894e-06
-160.0,1.7030678314269805e-07
-140.0,-1.5716925542787236e-07
-120.0,-3.279788865023855e-07
-100.0,-4.4735196281785183e-07
-80.0,-5.673479395589193e-07
-60.0,-6.537995396603472e-07
-50.0,-6.941240774949347e-07
-40.0,-7.671553445755073e-07
-30.0,-8.381076564988932e-07
-25.0,-8.824503477187786e-07
-20.0,-9.52956562697135e-07
-15.0,-1.0499917439254033e-06
-10.0,-1.1786961264477964e-06
-5.0,-1.337762362046558e-06
0.0,-4.368487847685253e-07
5.0,5.511786217588471e-07
10.0,5.515896038996084e-07
20.0,5.503421800158872e-07
30.0,5.462654606310286e-07
40.0,5.420103931225014e-07
60.0,5.350156046612016e-07
80.0,5.292715069798836e-07
100.0,5.270159615107245e-07
120.0,5.276296550987229e-07
140.0,5.29112625915319e-07
160.0,5.305720274614976e-07
180.0,5.324795765251356e-07
200.0,5.35385012788658e-07
220.0,5.394973840385312e-07
240.0,5.445478358735187e-07
260.0,5.495267422927726e-07
280.0,5.527189466151656e-07
300.0,5.523166661119563e-07
320.0,5.473868641545639e-07
340.0,5.386371760842043e-07
360.0,5.282170401050696e-07
380.0,5.18577372020613e-07
400.0,5.115422096265235e-07
420.0,5.080448275676605e-07
440.0,5.078406888727062e-07
460.0,5.097360694080632e-07
480.0,5.12515239399852e-07
500.0,5.154691188326401e-07
520.0,5.183491346568389e-07
540.0,5.210297751966423e-07
560.0,5.23297986481536e-07
580.0,5.253049837645631e-07
600.0,5.276278440774005e-07
620.0,5.301729731045619e-07
640.0,5.318707383653012e-07
660.0,5.317988025886217e-07
680.0,5.298628535024968e-07
700.0,5.264325231422906e-07
720.0,5.217983434260733e-07
740.0,5.162610001154921e-07
760.0,5.102527102757226e-07
780.0,5.037635959840921e-07
800.0,4.962338104783334e-07
820.0,4.871614546092012e-07
840.0,4.766143011963648e-07
860.0,4.6542874414732063e-07
880.0,4.549797369784687e-07
900.0,4.467196251604741e-07
920.0,4.4200677769596524e-07
940.0,4.417838649193466e-07
960.0,4.455628846811316e-07
980.0,4.5116198674577167e-07
1000.0,4.5593587598390385e-07
1020.0,4.5808758566823617e-07
1040.0,4.571170441971005e-07
1060.0,4.5345875843259194e-07
1080.0,4.4787281216206677e-07
1100.0,4.4132003621695485e-07
1120.0,4.3535863264106234e-07
1140.0,4.320216318083355e-07
1160.0,4.324067870643437e-07
1180.0,4.3562840506522834e-07
1200.0,4.3960032729900714e-07
1220.0,4.422466633625442e-07
1240.0,4.423589037703208e-07
1260.0,4.399730330225568e-07
1280.0,4.3613298136278754e-07
1300.0,4.3192659514357655e-07
1320.0,4.2799349096322217e-07
1340.0,4.239588658586244e-07
1360.0,4.192951796712349e-07
1380.0,4.1295604460115533e-07
1400.0,4.0563887797562475e-07
1420.0,3.965685162490727e-07
1440.0,3.893861352088925e-07
1460.0,3.8094299085344066e-07
1480.0,3.8852736690383844e-07
1500.0,4.030093990768489e-07
