x_coord,kyy
-200.0,0.0
-180.0,2.351564642572422
-160.0,25.448810860171825
-140.0,136.21808913594143
-120.0,344.37905216445506
-100.0,682.8010424922052
-80.0,1016.8100698251167
-60.0,1431.433145589131
-50.0,1517.85654925787
-40.0,1552.152555444622
-30.0,1498.1185542320025
-25.0,1427.974310415534
-20.0,1315.6388454317805
-15.0,1166.9419285888303
-10.0,916.188080530582
-5.0,707.7361942846026
0.0,481.26073871698213
5.0,571.6914639501302
10.0,662.2011515814179
20.0,844.7104498171036
30.0,1024.9878098846903
40.0,1200.455007720071
60.0,1542.486861007279
80.0,1871.2560376840527
100.0,2189.301244541957
120.0,2498.842646229934
140.0,2801.7809646232868
160.0,3100.3228648294958
180.0,3397.1847490130335
200.0,3695.4267690790903
220.0,3997.9070756663587
240.0,4306.431780362749
260.0,4620.831709279389
280.0,4940.305222376486
300.0,5264.426413848663
320.0,5593.948806978031
340.0,5929.147318606759
360.0,6268.665821984336
380.0,6610.120142698462
400.0,6950.436116723048
420.0,7286.917695022418
440.0,7618.108649446757
460.0,7943.9081710316395
480.0,8265.36962429589
500.0,8584.776873196697
520.0,8903.500899388406
540.0,9222.493347153626
560.0,9542.036056831357
580.0,9862.37980408448
600.0,10183.702616269944
620.0,10506.093814686978
640.0,10828.86647794859
660.0,11150.729815878201
680.0,11470.770096081307
700.0,11789.993990726172
720.0,12110.827515424535
740.0,12436.93600972721
760.0,12770.057710858095
780.0,13111.585743734624
800.0,13461.18399382006
820.0,13816.659461662171
840.0,14174.355215200156
860.0,14529.564901199989
880.0,14877.464664630575
900.0,15214.440740724538
920.0,15538.328852644576
940.0,15849.649005935584
960.0,16150.0274739846
980.0,16442.617284534652
1000.0,16729.889490085206
1020.0,17014.56416297599
1040.0,17299.198692204143
1060.0,17585.21265396042
1080.0,17874.69080406111
1100.0,18167.731089591747
1120.0,18464.588012644366
1140.0,18765.948133110112
1160.0,19074.154949053554
1180.0,19392.077041649074
1200.0,19721.21016956219
1220.0,20061.27021718404
1240.0,20410.33701972406
1260.0,20765.25990210756
1280.0,21123.072903066884
1300.0,21484.458241231212
1320.0,21849.556200378447
1340.0,22222.18394260584
1360.0,22598.987047689057
1380.0,22984.899526460915
1400.0,23361.19205327913
1420.0,23745.129800456387
1440.0,24093.49066105117
1460.0,24469.15449190168
1480.0,24750.39214676002
1500.0,25257.230297925045
