x_coord,D_T
-200.0,3.4391632897621673e-09
-180.0,1.8609443218802957e-08
-160.0,9.78898974944492e-08
-140.0,2.3321774242897227e-07
-120.0,3.9968879059759493e-07
-100.0,4.91715188991486e-07
-80.0,5.474372335470774e-07
-60.0,3.706544839080015e-07
-50.0,1.7655213954448718e-07
-40.0,-2.886681815548027e-08
-30.0,-3.262455558394698e-07
-25.0,-5.337531561941916e-07
-20.0,-7.635197282204394e-07
-15.0,-1.168393504746425e-06
-10.0,-1.3431767928547598e-06
-5.0,-1.2721624937614778e-06
0.0,-3.9793084215796296e-07
5.0,5.292507155149248e-07
10.0,5.309343030756226e-07
20.0,5.305754956747267e-07
30.0,5.202764236858127e-07
40.0,5.089015253941568e-07
60.0,4.905232604705276e-07
80.0,4.729830250077297e-07
100.0,4.58922714337657e-07
120.0,4.4787580198334154e-07
140.0,4.3983241640494333e-07
160.0,4.3538902382280446e-07
180.0,4.351697364670499e-07
200.0,4.392782079109993e-07
220.0,4.467974211589762e-07
240.0,4.5551364511721027e-07
260.0,4.635199613795308e-07
280.0,4.7062863472919504e-07
300.0,4.779768783622896e-07
320.0,4.860771688474715e-07
340.0,4.933868245753972e-07
360.0,4.97961385037261e-07
380.0,4.985445354565754e-07
400.0,4.949082175115997e-07
420.0,4.882355468294892e-07
440.0,4.804242927406229e-07
460.0,4.733095949112912e-07
480.0,4.686352454414074e-07
500.0,4.666335018647827e-07
520.0,4.6633017852986567e-07
540.0,4.669288408379399e-07
560.0,4.67916978603193e-07
580.0,4.692186785813699e-07
600.0,4.7071587726728955e-07
620.0,4.7177608088252096e-07
640.0,4.713900828953418e-07
660.0,4.693920277540362e-07
680.0,4.674619348233038e-07
700.0,4.6804199486910343e-07
720.0,4.730763584438952e-07
740.0,4.820620875940761e-07
760.0,4.933376253442259e-07
780.0,5.053861019467753e-07
800.0,5.155851639173371e-07
820.0,5.215064634052489e-07
840.0,5.213121104301843e-07
860.0,5.141487925574079e-07
880.0,5.008154651150585e-07
900.0,4.832569446863277e-07
920.0,4.6449605085710716e-07
940.0,4.4730462352025074e-07
960.0,4.3360806018683284e-07
980.0,4.240241055920198e-07
1000.0,4.18236161092431e-07
1020.0,4.163073602529356e-07
1040.0,4.172867152504236e-07
1060.0,4.2082861306624077e-07
1080.0,4.2596661240280396e-07
1100.0,4.313623402043071e-07
1120.0,4.3744621959126143e-07
1140.0,4.457458288913488e-07
1160.0,4.578567711917132e-07
1180.0,4.731591370475594e-07
1200.0,4.893475169017887e-07
1220.0,5.03924016689919e-07
1240.0,5.147924647713278e-07
1260.0,5.211881224607509e-07
1280.0,5.259137933208981e-07
1300.0,5.312409190751871e-07
1320.0,5.394619271688081e-07
1340.0,5.48021315262037e-07
1360.0,5.577357790049323e-07
1380.0,5.573624186430892e-07
1400.0,5.559183961430193e-07
1420.0,5.354933649127773e-07
1440.0,5.294430635086863e-07
1460.0,4.803592185825037e-07
1480.0,5.762804417418351e-07
1500.0,7.412507960788504e-07
