x_coord,kyy
-200.0,0.0
-180.0,1.8105029800589298
-160.0,54.918735693735336
-140.0,198.50041626860823
-120.0,419.9670707074659
-100.0,750.1421496211401
-80.0,1088.9775215904388
-60.0,1527.946001300392
-50.0,1618.0440704916512
-40.0,1641.0577226892096
-30.0,1559.8908235048295
-25.0,1484.651123976148
-20.0,1362.7129445650935
-15.0,1186.594416796001
-10.0,927.0244677959868
-5.0,715.5322246562667
0.0,506.8911319589963
5.0,600.2224316088951
10.0,693.8644198954769
20.0,883.047802559951
30.0,1070.5419472236533
40.0,1253.9175541687132
60.0,1611.9278379705283
80.0,1955.4177570810903
100.0,2285.396693459301
120.0,2604.3532294744246
140.0,2915.719219276999
160.0,3222.8067589643365
180.0,3528.3518615030334
200.0,3834.3184798475863
220.0,4141.534058590616
240.0,4450.54719413547
260.0,4761.973915440553
280.0,5076.131202321422
300.0,5393.053568588593
320.0,5712.276024688135
340.0,6032.999025908435
360.0,6354.11179791151
380.0,6674.711049650312
400.0,6994.977275786941
420.0,7315.346194362605
440.0,7636.0891877015865
460.0,7957.948285668872
480.0,8281.765704198808
500.0,8608.413077880934
520.0,8937.9203109656
540.0,9269.262868054066
560.0,9600.527624794513
580.0,9928.48534954894
600.0,10251.205958809045
620.0,10567.899448277509
640.0,10878.831279786144
660.0,11186.00369838859
680.0,11491.819936843001
700.0,11798.024666113233
720.0,12106.216518862457
740.0,12416.976340503288
760.0,12730.731746787056
780.0,13046.878651711502
800.0,13363.7029697488
820.0,13681.563583935933
840.0,14000.361122065791
860.0,14320.213570528333
880.0,14642.324904400159
900.0,14965.91846472419
920.0,15291.870231700244
940.0,15620.07982727024
960.0,15952.092452779922
980.0,16289.467377966388
1000.0,16633.746185148222
1020.0,16986.255245671313
1040.0,17346.760969651925
1060.0,17713.770087847362
1080.0,18085.308186775583
1100.0,18459.277174394763
1120.0,18834.038175717124
1140.0,19207.66304770293
1160.0,19580.063920543158
1180.0,19951.423070439672
1200.0,20321.593911157786
1220.0,20690.689995109402
1240.0,21059.33962145692
1260.0,21427.551950785262
1280.0,21795.167405355525
1300.0,22162.021298364754
1320.0,22524.4236789248
1340.0,22884.063698925347
1360.0,23233.543296727807
1380.0,23581.10155060342
1400.0,23912.03831245699
1420.0,24250.482969267654
1440.0,24557.36316565181
1460.0,24904.567599138427
1480.0,25169.78654333586
1500.0,25672.788611453354
