time,kxx
100000000.0,18.50443344419989
200000000.0,41.17418504971376
300000000.0,70.89316312873676
400000000.0,109.53872209807808
500000000.0,155.9888938152124
600000000.0,209.75137409770997
700000000.0,273.438703066488
800000000.0,346.8582382773863
900000000.0,432.5379244289233
1000000000.0,530.6702309561193
1100000000.0,639.5111980246891
1200000000.0,758.2466703160716
1300000000.0,892.9374684304996
1400000000.0,1044.3888904776156
1500000000.0,1203.350285242447
1600000000.0,1382.6223310230769
1700000000.0,1581.6721674580128
1800000000.0,1792.8632869222934
1900000000.0,2020.4082501623752
2000000000.0,2262.632278738484
2100000000.0,2521.90207148136
2200000000.0,2789.1805653833712
2300000000.0,3066.79851570957
2400000000.0,3358.0277223990815
2500000000.0,3653.203088055723
2600000000.0,3975.915305101059
2700000000.0,4299.506939313979
2800000000.0,4649.182295048037
2900000000.0,5011.821681556538
3000000000.0,5387.25545661939
3100000000.0,5776.069955599893
3200000000.0,6188.040776790662
3300000000.0,6626.584539676018
3400000000.0,7075.621671909109
3500000000.0,7541.217647394515
3600000000.0,8028.905119728165
3700000000.0,8523.713487443176
3800000000.0,9033.04431384427
3900000000.0,9557.398460183387
4000000000.0,10087.76452444762
4100000000.0,10628.857282626823
4200000000.0,11176.789625791638
4300000000.0,11730.028594200416
4400000000.0,12300.890992638544
4500000000.0,12870.963878250897
4600000000.0,13462.63382443981
4700000000.0,14054.564241094506
4800000000.0,14670.704999669786
4900000000.0,15291.032364820254
5000000000.0,15910.42561139879
5100000000.0,16538.221050009448
5200000000.0,17163.50522623642
5300000000.0,17802.96872867991
5400000000.0,18449.498934989908
5500000000.0,19097.0884466613
5600000000.0,19742.002067468205
5700000000.0,20393.683622941637
5800000000.0,21045.714800122492
5900000000.0,21716.169131911327
6000000000.0,22392.4245487638
6100000000.0,23079.943475562683
6200000000.0,23752.226791028774
6300000000.0,24428.53840425998
6400000000.0,25125.902577100678
6500000000.0,25796.36357526796
6600000000.0,26462.296245776703
6700000000.0,27126.052878384526
6800000000.0,27794.68116819557
6900000000.0,28473.001358957667
7000000000.0,29144.767576827227
7100000000.0,29807.29862984053
7200000000.0,30464.595848661764
7300000000.0,31111.785369999005
7400000000.0,31769.526235317997
7500000000.0,32414.902840117877
7600000000.0,33052.60618572752
7700000000.0,33680.80013174957
7800000000.0,34307.4519419538
7900000000.0,34933.362056253645
8000000000.0,35546.410879573596
8100000000.0,36152.915731406894
8200000000.0,36748.33469393653
8300000000.0,37333.99255477035
8400000000.0,37917.2527296204
8500000000.0,38505.64459987058
8600000000.0,39077.68796269969
8700000000.0,39634.3495315099
8800000000.0,40182.95794051754
8900000000.0,40736.13190078124
9000000000.0,41285.29699234014
9100000000.0,41817.8961377527
9200000000.0,42351.66849286021
9300000000.0,42882.98794053799
9400000000.0,43398.98837537556
9500000000.0,43912.17228032976
9600000000.0,44420.34231941438
9700000000.0,44912.985726541476
9800000000.0,45400.86737906198
9900000000.0,45879.966912358315
10000000000.0,46365.9291831191
10100000000.0,46835.118262721466
10200000000.0,47295.683138905646
10300000000.0,47756.73826506642
10400000000.0,48206.32311686421
10500000000.0,48653.528345950945
10600000000.0,49098.14929310855
10700000000.0,49527.08698967293
10800000000.0,49953.917847315795
10900000000.0,50373.70488742439
11000000000.0,50787.54341214098
11100000000.0,51196.09464454466
11200000000.0,51602.30908886818
11300000000.0,52002.33736160546
11400000000.0,52390.49649381177
11500000000.0,52777.838111062076
11600000000.0,53156.05441574007
11700000000.0,53521.028419901144
11800000000.0,53884.04768269905
11900000000.0,54247.27921817489
12000000000.0,54606.12486840548
12100000000.0,54957.182853584745
12200000000.0,55303.97661859191
12300000000.0,55647.82202958262
12400000000.0,55980.47760545586
12500000000.0,56313.017797176624
12600000000.0,56634.38985142911
12700000000.0,56959.30257425328
12800000000.0,57281.790211405954
12900000000.0,57593.67817952424
13000000000.0,57905.083739234295
13100000000.0,58205.77205700297
13200000000.0,58507.35115240078
13300000000.0,58801.722529737446
13400000000.0,59088.478084623646
13500000000.0,59390.46602709871
13600000000.0,59674.32304005246
13700000000.0,59946.301651531765
13800000000.0,60214.60929914407
13900000000.0,60482.809413140014
14000000000.0,60742.64251406252
14100000000.0,61004.00879782235
14200000000.0,61268.4045305363
14300000000.0,61519.53831028753
14400000000.0,61767.09786784043
14500000000.0,62007.95984936836
14600000000.0,62245.43327255854
14700000000.0,62481.47025296047
14800000000.0,62712.49715686734
14900000000.0,62938.90591093402
15000000000.0,63165.050081908725
15100000000.0,63384.9786124567
