time,vt
100000000.0,1.379865809261423e-07
200000000.0,9.783056494009997e-08
300000000.0,9.66252058750727e-08
400000000.0,9.599317724620483e-08
500000000.0,9.563843144551272e-08
600000000.0,9.535840014577485e-08
700000000.0,9.513283124836464e-08
800000000.0,9.495023997824381e-08
900000000.0,9.478771800036463e-08
1000000000.0,9.465481148392358e-08
1100000000.0,9.45353358782463e-08
1200000000.0,9.442920605037531e-08
1300000000.0,9.434521420108653e-08
1400000000.0,9.424463674346333e-08
1500000000.0,9.415337647848401e-08
1600000000.0,9.409147143086689e-08
1700000000.0,9.401448432568359e-08
1800000000.0,9.395096616690336e-08
1900000000.0,9.390636812824332e-08
2000000000.0,9.385245178921783e-08
2100000000.0,9.379569942814283e-08
2200000000.0,9.374224960189392e-08
2300000000.0,9.36812348032379e-08
2400000000.0,9.365129039899535e-08
2500000000.0,9.361827515113497e-08
2600000000.0,9.35615434720964e-08
2700000000.0,9.350858568920547e-08
2800000000.0,9.347237769619631e-08
2900000000.0,9.344865250826527e-08
3000000000.0,9.340706643851962e-08
3100000000.0,9.335389890035222e-08
3200000000.0,9.332506581172797e-08
3300000000.0,9.328831582005226e-08
3400000000.0,9.325608107072888e-08
3500000000.0,9.323443162166901e-08
3600000000.0,9.318672853424612e-08
3700000000.0,9.314892525363503e-08
3800000000.0,9.310462451344298e-08
3900000000.0,9.305754316962728e-08
4000000000.0,9.303427297869218e-08
4100000000.0,9.301110771965942e-08
4200000000.0,9.296823942323962e-08
4300000000.0,9.293142014014436e-08
4400000000.0,9.290043831608643e-08
4500000000.0,9.285863939218809e-08
4600000000.0,9.282167711328821e-08
4700000000.0,9.277397416988029e-08
4800000000.0,9.274241459545699e-08
4900000000.0,9.27299814232931e-08
5000000000.0,9.269321559052398e-08
5100000000.0,9.264987897928448e-08
5200000000.0,9.259492077765232e-08
5300000000.0,9.257027641363489e-08
5400000000.0,9.255928304145069e-08
5500000000.0,9.252649014800717e-08
5600000000.0,9.248548588869284e-08
5700000000.0,9.243144273443357e-08
5800000000.0,9.238774844077234e-08
5900000000.0,9.236637270533212e-08
6000000000.0,9.236375311466461e-08
6100000000.0,9.234547983519656e-08
6200000000.0,9.2287013743658e-08
6300000000.0,9.221930459868619e-08
6400000000.0,9.220804830355383e-08
6500000000.0,9.219770763271639e-08
6600000000.0,9.214277812247126e-08
6700000000.0,9.210667709834816e-08
6800000000.0,9.209515907746914e-08
6900000000.0,9.208463577239491e-08
7000000000.0,9.204291828112655e-08
7100000000.0,9.200078251666778e-08
7200000000.0,9.196206004853595e-08
7300000000.0,9.190539368676664e-08
7400000000.0,9.186389282940084e-08
7500000000.0,9.180620234734746e-08
7600000000.0,9.175608491673729e-08
7700000000.0,9.17096796585092e-08
7800000000.0,9.163770721669076e-08
7900000000.0,9.157328925134665e-08
8000000000.0,9.149058242037662e-08
8100000000.0,9.139700926878533e-08
8200000000.0,9.131645344045999e-08
8300000000.0,9.122602683908413e-08
8400000000.0,9.113815569957027e-08
8500000000.0,9.103576929570765e-08
8600000000.0,9.089641075198893e-08
8700000000.0,9.075307515993092e-08
8800000000.0,9.061062382828238e-08
8900000000.0,9.045460741499926e-08
9000000000.0,9.027882845076864e-08
9100000000.0,9.008251432320224e-08
9200000000.0,8.987617876661101e-08
9300000000.0,8.967268433487027e-08
9400000000.0,8.944553046520558e-08
9500000000.0,8.918418659920991e-08
9600000000.0,8.89061386435974e-08
9700000000.0,8.861378365835265e-08
9800000000.0,8.829727822776557e-08
9900000000.0,8.795712313323625e-08
10000000000.0,8.760045376060401e-08
10100000000.0,8.721628444506735e-08
10200000000.0,8.681550579190403e-08
10300000000.0,8.641127628982836e-08
10400000000.0,8.596816271327498e-08
10500000000.0,8.548124141042041e-08
10600000000.0,8.498367980158847e-08
10700000000.0,8.44633540159184e-08
10800000000.0,8.390953430503065e-08
10900000000.0,8.333807470187525e-08
11000000000.0,8.274549204223119e-08
11100000000.0,8.212356411428167e-08
11200000000.0,8.147562169455591e-08
11300000000.0,8.08256451175443e-08
11400000000.0,8.015302114214704e-08
11500000000.0,7.942879255729829e-08
11600000000.0,7.868264972009656e-08
