x_coord,kyy
-200.0,0.0
-180.0,0.0
-160.0,0.0
-140.0,0.0
-120.0,0.0
-100.0,0.0
-80.0,0.0
-60.0,0.0
-50.0,720.6185047660636
-40.0,848.2602618430196
-30.0,690.6881391276116
-25.0,620.2623375973271
-20.0,542.336969901371
-15.0,455.205402631891
-10.0,367.6927556240422
-5.0,283.60417139001095
0.0,200.45651940545866
5.0,281.6940074152399
10.0,365.4906177137608
20.0,535.5388493464294
30.0,708.155501079854
40.0,885.6221824979881
60.0,1225.6651155986278
80.0,1564.0909157397311
100.0,1901.361599984906
120.0,2236.8978313520556
140.0,2573.9161980892877
160.0,2910.6460737706216
180.0,3244.9737570817083
200.0,3581.7085433787647
220.0,3915.7447126265743
240.0,4252.611516309886
260.0,4586.065823587995
280.0,4922.44667131011
300.0,5254.81620500482
320.0,5590.2203701880835
340.0,5921.982718569399
360.0,6257.551665235269
380.0,6589.027628965946
400.0,6923.928957138429
420.0,7254.011583348248
440.0,7582.983073321606
460.0,7915.752914843268
480.0,8243.152785126835
500.0,8569.479506190322
520.0,8900.360129972905
540.0,9225.074898586387
560.0,9549.335469516527
580.0,9879.272785482473
600.0,10203.731560942264
620.0,10528.294877261505
640.0,10859.61776519197
660.0,11185.351879946926
680.0,11510.784564258372
700.0,11842.29181682922
720.0,12167.635275096745
740.0,12492.44641073032
760.0,12816.84729840287
780.0,13148.49757543598
800.0,13472.870946696134
820.0,13796.5860910498
840.0,14119.688444891033
860.0,14450.538840616851
880.0,14773.310927537656
900.0,15095.33277490027
920.0,15416.595366810805
940.0,15746.568461870473
960.0,16068.072242963532
980.0,16389.481139602267
1000.0,16710.684967121524
1020.0,17041.40521104418
1040.0,17363.51373084094
1060.0,17685.654421340758
1080.0,18007.98101369753
1100.0,18340.20671751084
1120.0,18662.881146808064
1140.0,18984.876846459203
1160.0,19316.297946681825
1180.0,19637.752645170793
1200.0,19958.65490198933
1220.0,20289.931908424336
1240.0,20616.557248691293
1260.0,20937.94974492394
1280.0,21259.690289328537
1300.0,21582.302441187847
1320.0,21906.421701748044
1340.0,22233.259915615465
1360.0,22564.643758200466
1380.0,22902.97875580211
1400.0,23252.370820115295
1420.0,23618.159823469192
1440.0,24008.994560166328
1460.0,24436.093730482527
1480.0,24920.150555276512
1500.0,25478.956403287746
