x_coord,D_T
-200.0,1.609636698496008e-09
-180.0,7.709616009664071e-09
-160.0,3.69314251801194e-08
-140.0,9.712487677355537e-08
-120.0,2.7896660385038966e-07
-100.0,3.091041409684865e-07
-80.0,4.832674887848195e-07
-60.0,5.783616745985828e-07
-50.0,3.312875428339126e-07
-40.0,2.267421025011375e-07
-30.0,2.884895692779316e-07
-25.0,-3.3421734419838304e-07
-20.0,-1.021631884272547e-06
-15.0,-1.5877246983464262e-06
-10.0,-1.5149676295052915e-06
-5.0,-1.2225141466036279e-06
0.0,-4.780100916810071e-07
5.0,5.560972387502177e-07
10.0,5.599655138177752e-07
20.0,5.674764204732767e-07
30.0,5.574910060224327e-07
40.0,5.436916272764857e-07
60.0,5.224276714615933e-07
80.0,4.987004754183898e-07
100.0,4.789164626117768e-07
120.0,4.6345930372523226e-07
140.0,4.5181738349792373e-07
160.0,4.4383060566469184e-07
180.0,4.403316369510631e-07
200.0,4.4249986135290693e-07
220.0,4.507616994249381e-07
240.0,4.63644128019122e-07
260.0,4.776433677803673e-07
280.0,4.893626249448325e-07
300.0,4.986004944360221e-07
320.0,5.081584827231104e-07
340.0,5.19472665999649e-07
360.0,5.305225669393968e-07
380.0,5.375878526555352e-07
400.0,5.381152540537106e-07
420.0,5.328847056477254e-07
440.0,5.250704693374128e-07
460.0,5.17611969907369e-07
480.0,5.123170481700677e-07
500.0,5.094867233647408e-07
520.0,5.076666795224797e-07
540.0,5.055513590606763e-07
560.0,5.026373315106056e-07
580.0,4.991609790139294e-07
600.0,4.962768281129564e-07
620.0,4.941777624387813e-07
640.0,4.912963935346642e-07
660.0,4.861025281364276e-07
680.0,4.799602507349591e-07
700.0,4.7617235123532186e-07
720.0,4.771888474940034e-07
740.0,4.835495287065621e-07
760.0,4.94595532127045e-07
780.0,5.091771036904435e-07
800.0,5.252108078020733e-07
820.0,5.405345270185621e-07
840.0,5.529176529212978e-07
860.0,5.60160319215354e-07
880.0,5.603831995252363e-07
900.0,5.51749907433507e-07
920.0,5.345938573330494e-07
940.0,5.121685094834601e-07
960.0,4.885393648361553e-07
980.0,4.6656233879539033e-07
1000.0,4.476455285430357e-07
1020.0,4.3272705945712326e-07
1040.0,4.224409546478372e-07
1060.0,4.1673614996437863e-07
1080.0,4.1517896518481327e-07
1100.0,4.1738797350237594e-07
1120.0,4.2352148799233104e-07
1140.0,4.34755734771731e-07
1160.0,4.5268447957218727e-07
1180.0,4.7671420159709473e-07
1200.0,5.050498645108855e-07
1220.0,5.321628285279805e-07
1240.0,5.547561030041298e-07
1260.0,5.682290736370612e-07
1280.0,5.768154215790457e-07
1300.0,5.790339543032541e-07
1320.0,5.859719732918226e-07
1340.0,5.869104883526447e-07
1360.0,5.983847580379735e-07
1380.0,5.901032002452511e-07
1400.0,5.990355138317026e-07
1420.0,5.616193189093466e-07
1440.0,5.732787609637143e-07
1460.0,4.79715318420159e-07
1480.0,6.128879078920894e-07
1500.0,9.269200401855897e-07
