x_coord,kyy
-200.0,0.0
-180.0,0.6569945708146971
-160.0,6.2935639957402785
-140.0,30.805096309425544
-120.0,85.57917650699085
-100.0,258.53293279388544
-80.0,337.90908374166503
-60.0,653.0369993927204
-50.0,751.3044852245205
-40.0,788.256402616126
-30.0,843.8522807846907
-25.0,874.1098520888601
-20.0,775.6446605360874
-15.0,665.6135522829323
-10.0,451.6192167223149
-5.0,356.4364896440517
0.0,202.12653745971332
5.0,258.88341116280645
10.0,315.6157681665956
20.0,431.5223864119822
30.0,547.2387934797463
40.0,659.0697324181738
60.0,877.4908653262534
80.0,1085.5412946033284
100.0,1284.593288172926
120.0,1476.4935031546472
140.0,1662.9274080252937
160.0,1845.3240147998065
180.0,2025.238101128233
200.0,2204.7784069545905
220.0,2386.4624723601883
240.0,2572.7471356958686
260.0,2764.9474691849114
280.0,2962.6600831758087
300.0,3164.4271570647165
320.0,3369.6808888952337
340.0,3579.250402085908
360.0,3793.7402017596446
380.0,4012.3300421136587
400.0,4232.587421877891
420.0,4451.607793979102
440.0,4667.595338373503
460.0,4880.236742153186
480.0,5090.135715675013
500.0,5298.454734427431
520.0,5506.043238754847
540.0,5712.876507454089
560.0,5918.73821959352
580.0,6123.192690328151
600.0,6326.216563737073
620.0,6528.316625608033
640.0,6729.626976043161
660.0,6929.374900068259
680.0,7126.4453604455575
700.0,7321.179180544173
720.0,7515.157478110701
740.0,7710.721091061181
760.0,7909.891781376916
780.0,8114.472539842404
800.0,8325.546553705988
820.0,8543.21605002675
840.0,8766.799222248004
860.0,8994.57739262445
880.0,9224.072945405813
900.0,9452.033058889654
920.0,9674.481026395031
940.0,9888.436201230046
960.0,10092.577762600382
980.0,10287.243840051557
1000.0,10473.444972268195
1020.0,10652.668755865923
1040.0,10826.69154615308
1060.0,10997.518509623455
1080.0,11166.88431656494
1100.0,11336.440108805631
1120.0,11507.609187816213
1140.0,11682.171930586339
1160.0,11862.511823157738
1180.0,12051.710275750962
1200.0,12251.666267642227
1220.0,12463.995873289783
1240.0,12686.08489670193
1260.0,12916.857991442943
1280.0,13149.945358065022
1300.0,13387.727716327698
1320.0,13622.626130044595
1340.0,13866.072177193135
1360.0,14101.736725642144
1380.0,14354.549523414642
1400.0,14583.45361662339
1420.0,14843.558098847603
1440.0,15041.918359921812
1460.0,15311.540753885314
1480.0,15433.52269565393
1500.0,15811.857405933762
