x_coord,kyy
-200.0,0.0
-180.0,641.2437709033838
-160.0,5329.237280280367
-140.0,6200.848270926385
-120.0,6240.137615748351
-100.0,5710.9624998390545
-80.0,4872.538156945095
-60.0,3964.403809593183
-50.0,3570.3622906760324
-40.0,3161.417918008169
-30.0,2755.859157095213
-25.0,2556.517359390867
-20.0,2357.0039005921362
-15.0,2159.5159546110276
-10.0,1959.5989817809798
-5.0,1760.2467880733225
0.0,1561.7579988653574
5.0,1759.3981452081148
10.0,1956.90630865959
20.0,2353.146619725383
30.0,2750.6595691289604
40.0,3146.9084431485676
60.0,3940.391516825426
80.0,4734.1476295984385
100.0,5528.554985753813
120.0,6322.245115406064
140.0,7118.381310575384
160.0,7915.293342490647
180.0,8712.880431756992
200.0,9509.258038038899
220.0,10308.054679897858
240.0,11107.271310941587
260.0,11904.80235856668
280.0,12704.94010706322
300.0,13505.544411828525
320.0,14306.91708821622
340.0,15107.941213904325
360.0,15907.64992529363
380.0,16707.386483911436
400.0,17507.11357732567
420.0,18306.793430345213
440.0,19106.387080119162
460.0,19905.853771659953
480.0,20705.15046456976
500.0,21504.231435728296
520.0,22303.047966837996
540.0,23101.548110305812
560.0,23899.676523567676
580.0,24697.374371573114
600.0,25494.57928314432
620.0,26291.225360941942
640.0,27087.24324121945
660.0,27882.56019003488
680.0,28677.10023981364
700.0,29470.7843523176
720.0,30263.530609870333
740.0,31055.25442183934
760.0,31845.86874738585
780.0,32635.284323587755
800.0,33423.409895660894
820.0,34210.15244547026
840.0,34995.41740649812
860.0,35779.10886424321
880.0,36561.12973718723
900.0,37341.381922934466
920.0,38119.76641561261
940.0,38896.18337517778
960.0,39670.53215025044
980.0,40442.711242115074
1000.0,41212.61820120461
1020.0,41980.14945592786
1040.0,42745.20005273982
1060.0,43507.66331341738
1080.0,44267.430392304086
1100.0,45024.38973602132
1120.0,45778.426433968176
1140.0,46529.421462831284
1160.0,47277.250823481714
1180.0,48021.7845745375
1200.0,48762.885774344875
1220.0,49500.40934420017
1240.0,50234.200886481194
1260.0,50964.095515368106
1280.0,51689.91684310977
1300.0,52411.47648393969
1320.0,53128.575120907226
1340.0,53841.00817921742
1360.0,54548.58520783285
1380.0,55251.19027883688
1400.0,55948.96556723838
1420.0,56642.86578929118
1440.0,57336.32939660211
1460.0,58040.32054495733
1480.0,58788.5194254821
1500.0,59683.228013137974
