x_coord,D_T
-200.0,3.126063383153996e-07
-180.0,1.2990016064249713e-06
-160.0,1.3551536170739688e-06
-140.0,2.220319600788551e-07
-120.0,-1.194096584818793e-07
-100.0,-3.3335237305063106e-07
-80.0,-4.2572368709120836e-07
-60.0,-4.036987677986615e-07
-50.0,-3.914556279808375e-07
-40.0,-3.970702835374576e-07
-30.0,-3.909508546048806e-07
-25.0,-3.8888388088532124e-07
-20.0,-3.870763754282311e-07
-15.0,-3.874698016146274e-07
-10.0,-3.8928744317509733e-07
-5.0,-3.8789496412281694e-07
0.0,-8.274268059070309e-10
5.0,3.852696077903411e-07
10.0,3.855386626127816e-07
20.0,3.8695472024489277e-07
30.0,3.8695889468493925e-07
40.0,3.8650273059258026e-07
60.0,3.868895574622595e-07
80.0,3.8711485131975494e-07
100.0,3.8709876793382973e-07
120.0,3.875201724497585e-07
140.0,3.8830551113806995e-07
160.0,3.886591665794898e-07
180.0,3.885289003294184e-07
200.0,3.888237287782607e-07
220.0,3.895157410742667e-07
240.0,3.8920725247516533e-07
260.0,3.894317748576337e-07
280.0,3.9018088129672325e-07
300.0,3.9048189497467713e-07
320.0,3.9058422632613434e-07
340.0,3.9017863485173344e-07
360.0,3.898647903736716e-07
380.0,3.8986927099231417e-07
400.0,3.8985544900253197e-07
420.0,3.898229221147284e-07
440.0,3.897709640035076e-07
460.0,3.896985807667944e-07
480.0,3.896045614222186e-07
500.0,3.894875219816987e-07
520.0,3.8934594522997647e-07
540.0,3.891782165020671e-07
560.0,3.889826569801976e-07
580.0,3.8875755343974537e-07
600.0,3.8850118444777097e-07
620.0,3.8821184556562026e-07
640.0,3.8788787037138347e-07
660.0,3.875276491819455e-07
680.0,3.8712964532509366e-07
700.0,3.8669240846348545e-07
720.0,3.862145852009703e-07
740.0,3.856949267667098e-07
760.0,3.8513229429009377e-07
780.0,3.8452566062192007e-07
800.0,3.8387411042903065e-07
820.0,3.83176836476353e-07
840.0,3.8243313277460384e-07
860.0,3.816423862923854e-07
880.0,3.808040637304163e-07
900.0,3.7991769602740203e-07
920.0,3.7898285963159305e-07
940.0,3.7799915345059603e-07
960.0,3.769661731831986e-07
980.0,3.75883480521179e-07
1000.0,3.7475057020108514e-07
1020.0,3.7356683187828785e-07
1040.0,3.723315083112431e-07
1060.0,3.710436507977707e-07
1080.0,3.6970207101869976e-07
1100.0,3.6830529064379714e-07
1120.0,3.668514888764424e-07
1140.0,3.653384503878923e-07
1160.0,3.637635138988876e-07
1180.0,3.6212352466895755e-07
1200.0,3.6041479297587386e-07
1220.0,3.58633063927277e-07
1240.0,3.5677350953852556e-07
1260.0,3.548307697156052e-07
1280.0,3.5279911634643876e-07
1300.0,3.5067296043856305e-07
1320.0,3.4844835591623193e-07
1340.0,3.461274638458247e-07
1360.0,3.4373189190424907e-07
1380.0,3.4134271769149935e-07
1400.0,3.3922091072801996e-07
1420.0,3.38169938446532e-07
1440.0,3.4062960176940067e-07
1460.0,3.539713248140844e-07
1480.0,4.004587013363309e-07
1500.0,4.361704364822368e-07
