time,vt
300000000.0,4.403351985909399e-08
600000000.0,3.067668835576797e-08
900000000.0,3.022798135123769e-08
1200000000.0,2.998921952001152e-08
1500000000.0,2.984321768368343e-08
1800000000.0,2.974463629816199e-08
2100000000.0,2.966851168944225e-08
2400000000.0,2.9611424184709294e-08
2700000000.0,2.9569661774613365e-08
3000000000.0,2.9535381283327652e-08
3300000000.0,2.9505650575835408e-08
3600000000.0,2.947977879279093e-08
3900000000.0,2.9459597029585234e-08
4200000000.0,2.9441195243764126e-08
4500000000.0,2.9426571232367708e-08
4800000000.0,2.9412816334435588e-08
5100000000.0,2.9399261397414347e-08
5400000000.0,2.9390168616267888e-08
5700000000.0,2.938089254142973e-08
6000000000.0,2.937283820830193e-08
6300000000.0,2.9362913562510492e-08
6600000000.0,2.93541597274645e-08
6900000000.0,2.9349128733165853e-08
7200000000.0,2.934357429746933e-08
7500000000.0,2.9339378133695472e-08
7800000000.0,2.9333703040136773e-08
8100000000.0,2.9326464552680345e-08
8400000000.0,2.9324379974541396e-08
8700000000.0,2.932128352410952e-08
9000000000.0,2.93148751926303e-08
9300000000.0,2.9311916502047444e-08
9600000000.0,2.930896854402097e-08
9900000000.0,2.9303992425123232e-08
10200000000.0,2.9301459088185268e-08
10500000000.0,2.9299789044427685e-08
10800000000.0,2.9296916253407324e-08
11100000000.0,2.9294524395443303e-08
11400000000.0,2.9290870505156062e-08
11700000000.0,2.9288534893883546e-08
12000000000.0,2.9286672986450362e-08
12300000000.0,2.9285444088906126e-08
12600000000.0,2.9284451966860446e-08
12900000000.0,2.9282000917837434e-08
13200000000.0,2.9278757522154425e-08
13500000000.0,2.9275780608032747e-08
13800000000.0,2.927651356631151e-08
14100000000.0,2.9274886568975343e-08
14400000000.0,2.9273002191522515e-08
14700000000.0,2.9271349456225495e-08
15000000000.0,2.926858513192957e-08
15300000000.0,2.9267151783791223e-08
15600000000.0,2.9267116576922198e-08
15900000000.0,2.9267552913489138e-08
16200000000.0,2.9263220559227523e-08
16500000000.0,2.9262706035997803e-08
16800000000.0,2.9263664114204928e-08
17100000000.0,2.9260066660717148e-08
17400000000.0,2.9259479603278962e-08
17700000000.0,2.9259457522965144e-08
18000000000.0,2.925757780494357e-08
18300000000.0,2.9257723477647283e-08
18600000000.0,2.925641417731851e-08
18900000000.0,2.9254561750142346e-08
19200000000.0,2.925629931605683e-08
19500000000.0,2.925525049139942e-08
19800000000.0,2.9252090551840293e-08
20100000000.0,2.9253793825026888e-08
20400000000.0,2.9254403788417e-08
20700000000.0,2.9252900834926436e-08
21000000000.0,2.9251827323424454e-08
21300000000.0,2.9249657002145177e-08
21600000000.0,2.9249809498481228e-08
21900000000.0,2.9249541697312174e-08
22200000000.0,2.924718581491762e-08
22500000000.0,2.9248155494513817e-08
22800000000.0,2.9248543089764812e-08
23100000000.0,2.9245552842568474e-08
23400000000.0,2.9245116786284716e-08
23700000000.0,2.9245057296494298e-08
24000000000.0,2.9244315102336673e-08
24300000000.0,2.9242635103140233e-08
24600000000.0,2.924087288525614e-08
24900000000.0,2.923735942115688e-08
25200000000.0,2.923328420757272e-08
25500000000.0,2.9230215584138044e-08
25800000000.0,2.9225525026455146e-08
26100000000.0,2.9220218263529995e-08
26400000000.0,2.9214890089973208e-08
26700000000.0,2.9208411746101393e-08
27000000000.0,2.919944853532352e-08
27300000000.0,2.9190430232113435e-08
27600000000.0,2.917989785774722e-08
27900000000.0,2.916632195914922e-08
28200000000.0,2.915299377281348e-08
28500000000.0,2.9136940529411066e-08
28800000000.0,2.911587697784625e-08
29100000000.0,2.9094670055016733e-08
29400000000.0,2.9071381885329218e-08
29700000000.0,2.9042330935750886e-08
30000000000.0,2.9009387871920915e-08
30300000000.0,2.897385776166089e-08
30600000000.0,2.8934120952429146e-08
30900000000.0,2.8888360626991416e-08
31200000000.0,2.88378661937448e-08
31500000000.0,2.8782124271918622e-08
31800000000.0,2.8720025253971626e-08
32100000000.0,2.8651755274948667e-08
32400000000.0,2.857666548527545e-08
32700000000.0,2.8494700714904716e-08
33000000000.0,2.8405338553007635e-08
33300000000.0,2.8307977601474596e-08
33600000000.0,2.8202251391156173e-08
33900000000.0,2.808794359736652e-08
34200000000.0,2.7964633204683525e-08
34500000000.0,2.7831993809198145e-08
34800000000.0,2.7689721219028475e-08
35100000000.0,2.7537536120453325e-08
35400000000.0,2.7374810444039808e-08
35700000000.0,2.7201527004566317e-08
36000000000.0,2.7017999368601224e-08
36300000000.0,2.6823773986902776e-08
36600000000.0,2.661872630561718e-08
36900000000.0,2.6402891929381967e-08
37200000000.0,2.617609623729521e-08
37500000000.0,2.5938306571812668e-08
37800000000.0,2.5689553723559284e-08
38100000000.0,2.542990772240799e-08
38400000000.0,2.515947784919735e-08
38700000000.0,2.487841230763286e-08
39000000000.0,2.4586897623025212e-08
39300000000.0,2.428515777534442e-08
39600000000.0,2.3973453082596305e-08
39900000000.0,2.365207886568825e-08
40200000000.0,2.332136388897933e-08
40500000000.0,2.2981668611606145e-08
40800000000.0,2.2633383268291394e-08
41100000000.0,2.227692579791199e-08
41400000000.0,2.1912739639765757e-08
41700000000.0,2.1541291426515765e-08
42000000000.0,2.116306859318407e-08
42300000000.0,2.0778576911138417e-08
42600000000.0,2.0388337995987478e-08
42900000000.0,1.9992886782929195e-08
43200000000.0,1.9592769001082804e-08
43500000000.0,1.9188538663820815e-08
43800000000.0,1.878075559213707e-08
44100000000.0,1.8369982990885177e-08
44400000000.0,1.7956785079864554e-08
44700000000.0,1.7541724805606707e-08
45000000000.0,1.7125361645672006e-08
45300000000.0,1.6708249503863752e-08
45600000000.0,1.6290934715593583e-08
45900000000.0,1.5873954171035284e-08
46200000000.0,1.5457833552299417e-08
46500000000.0,1.504308570379744e-08
46800000000.0,1.4630209125412073e-08
47100000000.0,1.4219686598143377e-08
47400000000.0,1.381198394716811e-08
47700000000.0,1.3407548934393876e-08
48000000000.0,1.3006810279607054e-08
48300000000.0,1.2610176818434073e-08
48600000000.0,1.221803678728876e-08
48900000000.0,1.1830757227922822e-08
49200000000.0,1.1448683524363793e-08
49500000000.0,1.107213904788005e-08
49800000000.0,1.0701424918013617e-08
50100000000.0,1.0336819871087479e-08
50400000000.0,9.978580231820877e-09
50700000000.0,9.62693998555745e-09
51000000000.0,9.28211093124686e-09
51300000000.0,8.944282924626105e-09
51600000000.0,8.61362420521403e-09
51900000000.0,8.290281789987988e-09
52200000000.0,7.974381933490675e-09
52500000000.0,7.666030652067197e-09
52800000000.0,7.365314298079028e-09
53100000000.0,7.072300182541927e-09
53400000000.0,6.787037246606163e-09
53700000000.0,6.509452605864704e-09
54000000000.0,6.239418389040792e-09
54300000000.0,5.977408676602834e-09
54600000000.0,5.723539689513232e-09
54900000000.0,5.477239394055999e-09
55200000000.0,5.23851680590921e-09
55500000000.0,5.007503442373311e-09
55800000000.0,4.784080820791995e-09
56100000000.0,4.568145459739332e-09
56400000000.0,4.35960627562938e-09
56700000000.0,4.158361487551933e-09
57000000000.0,3.964298969701681e-09
57300000000.0,3.777298419559858e-09
57600000000.0,3.5972327557614214e-09
57900000000.0,3.423968632611217e-09
58200000000.0,3.257367050068719e-09
58500000000.0,3.0972839586124365e-09
58800000000.0,2.943570712373685e-09
59100000000.0,2.796074568352485e-09
59400000000.0,2.6546393464649254e-09
59700000000.0,2.519106191842188e-09
60000000000.0,2.3893142612017617e-09
60300000000.0,2.2651012775308157e-09
60600000000.0,2.1463040099437283e-09
60900000000.0,2.032758705629409e-09
61200000000.0,1.924301517542096e-09
61500000000.0,1.8205818895884316e-09
61800000000.0,1.7217222591545803e-09
62100000000.0,1.6276580283722904e-09
62400000000.0,1.5379455642053173e-09
62700000000.0,1.4521798153553882e-09
63000000000.0,1.370583692910345e-09
63300000000.0,1.2933261794361923e-09
63600000000.0,1.219871701638217e-09
63900000000.0,1.1500805457146829e-09
64200000000.0,1.0838075340411063e-09
64500000000.0,1.020910355629733e-09
64800000000.0,9.61249868827739e-10
65100000000.0,9.046902501201431e-10
65400000000.0,8.510991154359984e-10
65700000000.0,8.003476087327982e-10
66000000000.0,7.523104709354694e-10
66300000000.0,7.068661024408027e-10
66600000000.0,6.638965944619185e-10
66900000000.0,6.232877544963168e-10
67200000000.0,5.849291173968946e-10
67500000000.0,5.487139377584855e-10
67800000000.0,5.145391819822919e-10
68100000000.0,4.823055002749232e-10
68400000000.0,4.5191719257757484e-10
68700000000.0,4.2328216876385463e-10
69000000000.0,3.962061889052919e-10
69300000000.0,3.7063216457567053e-10
69600000000.0,3.4676421925527025e-10
69900000000.0,3.243278340872793e-10
70200000000.0,3.0317964800508575e-10
70500000000.0,2.8338857071357364e-10
70800000000.0,2.647713221478073e-10
71100000000.0,2.472883831503097e-10
71400000000.0,2.3087894646597473e-10
71700000000.0,2.1548372947935514e-10
72000000000.0,2.0104608443904008e-10
72300000000.0,1.8751193075738303e-10
72600000000.0,1.748294388087249e-10
72900000000.0,1.629491574003293e-10
73200000000.0,1.517416731892277e-10
73500000000.0,1.41054200394139e-10
73800000000.0,1.312708743146202e-10
74100000000.0,1.2239811925588532e-10
74400000000.0,1.1392323522015098e-10
74700000000.0,1.0573828193523351e-10
75000000000.0,9.837566445160509e-11
75300000000.0,9.169514936719663e-11
75600000000.0,8.505017508503886e-11
75900000000.0,7.890755873288444e-11
76200000000.0,7.329519472608761e-11
76500000000.0,6.805490844292831e-11
76800000000.0,6.3206441580842e-11
77100000000.0,5.8625382747002e-11
77400000000.0,2.8211961272867723e-11
77700000000.0,0.0
78000000000.0,0.0
78300000000.0,0.0
78600000000.0,0.0
78900000000.0,0.0
79200000000.0,0.0
79500000000.0,0.0
79800000000.0,0.0
80100000000.0,0.0
80400000000.0,0.0
80700000000.0,0.0
81000000000.0,0.0
81300000000.0,0.0
81600000000.0,0.0
81900000000.0,0.0
82200000000.0,0.0
82500000000.0,0.0
82800000000.0,0.0
83100000000.0,0.0
83400000000.0,0.0
83700000000.0,0.0
84000000000.0,0.0
84300000000.0,0.0
84600000000.0,0.0
84900000000.0,0.0
85200000000.0,0.0
85500000000.0,0.0
85800000000.0,0.0
86100000000.0,0.0
86400000000.0,0.0
