x_coord,D_T
-200.0,4.107956414415522e-06
-180.0,2.415770893550739e-06
-160.0,4.3329835247708416e-07
-140.0,-6.477411863429182e-09
-120.0,-2.446351327426216e-07
-100.0,-3.991295853746655e-07
-80.0,-5.305440532113734e-07
-60.0,-5.937029869636342e-07
-50.0,-6.157349675993465e-07
-40.0,-6.672230913183704e-07
-30.0,-7.024706764022505e-07
-25.0,-7.191217591672713e-07
-20.0,-7.451569413468951e-07
-15.0,-7.683737361665603e-07
-10.0,-7.810116806593395e-07
-5.0,-7.690658482161368e-07
0.0,-1.5304758822333307e-07
5.0,4.487802561093448e-07
10.0,4.485972675080821e-07
20.0,4.465164963053433e-07
30.0,4.430244295071321e-07
40.0,4.3957004530781115e-07
60.0,4.3355148150953716e-07
80.0,4.2840917912643644e-07
100.0,4.2480835484944065e-07
120.0,4.2285026448007e-07
140.0,4.2226365715362134e-07
160.0,4.2270606971153037e-07
180.0,4.2397310615513847e-07
200.0,4.259662222046651e-07
220.0,4.286153061014505e-07
240.0,4.3169263871829157e-07
260.0,4.3481280240269906e-07
280.0,4.3741619955564153e-07
300.0,4.387650000375321e-07
320.0,4.382556209152812e-07
340.0,4.3575677391386324e-07
360.0,4.3172874991083695e-07
380.0,4.2708211432122055e-07
400.0,4.2285230196169605e-07
420.0,4.1991716526171746e-07
440.0,4.1875683178310723e-07
460.0,4.1934528551589865e-07
480.0,4.2129210035957515e-07
500.0,4.241111073735987e-07
520.0,4.2737599310796396e-07
540.0,4.3072395906529983e-07
560.0,4.3387553981901843e-07
580.0,4.367104547535091e-07
600.0,4.3921958104115585e-07
620.0,4.4129508391730155e-07
640.0,4.4263110824972414e-07
660.0,4.4288764162186865e-07
680.0,4.4191105568406734e-07
700.0,4.397838358059974e-07
720.0,4.367827909352763e-07
740.0,4.333573396729152e-07
760.0,4.299381299683405e-07
780.0,4.265444692848897e-07
800.0,4.2263740573201407e-07
820.0,4.174931335847087e-07
840.0,4.1081134269866036e-07
860.0,4.030692901340794e-07
880.0,3.953873941181108e-07
900.0,3.891007262006166e-07
920.0,3.853271753302427e-07
940.0,3.845859163440174e-07
960.0,3.8656856824604353e-07
980.0,3.903163422998896e-07
1000.0,3.946769173094206e-07
1020.0,3.98627340348914e-07
1040.0,4.013714192089545e-07
1060.0,4.0239120479113197e-07
1080.0,4.0152666471511534e-07
1100.0,3.9906920604560427e-07
1120.0,3.9583075478726244e-07
1140.0,3.9297116636962956e-07
1160.0,3.9145082509923785e-07
1180.0,3.9149319249639816e-07
1200.0,3.9252836737131096e-07
1220.0,3.9358486263220423e-07
1240.0,3.938087280901359e-07
1260.0,3.928504764214563e-07
1280.0,3.909319275526059e-07
1300.0,3.8851989625235566e-07
1320.0,3.8588605534871516e-07
1340.0,3.829383107971453e-07
1360.0,3.794982195710871e-07
1380.0,3.755290836122919e-07
1400.0,3.714926248599225e-07
1420.0,3.677763512928118e-07
1440.0,3.665397098905686e-07
1460.0,3.685542451686438e-07
1480.0,3.971700006432984e-07
1500.0,4.243291802542832e-07
