x_coord,kyy
-200.0,0.0
-180.0,1212.2330116235423
-160.0,2425.7888496946694
-140.0,3824.513548934444
-120.0,4644.313445125657
-100.0,5473.948972248846
-80.0,5508.040448014853
-60.0,5381.873440072544
-50.0,5119.583974268218
-40.0,4813.9262810694545
-30.0,4282.436915789365
-25.0,4061.642444186102
-20.0,3648.3110412956694
-15.0,3352.53945891636
-10.0,2572.278992968179
-5.0,2216.485960888975
0.0,1379.0842459602554
5.0,1522.7982921882005
10.0,1662.3904786119017
20.0,1941.5348963561773
30.0,2216.0765424394704
40.0,2480.0282555903323
60.0,2997.1735996431544
80.0,3488.933332830119
100.0,3957.8679266017734
120.0,4409.722824621025
140.0,4851.362693876079
160.0,5288.10113883078
180.0,5722.132296825052
200.0,6154.20767249438
220.0,6584.955783081028
240.0,7017.517595925535
260.0,7454.596098324411
280.0,7897.73512165113
300.0,8345.88339207523
320.0,8797.906769704507
340.0,9253.384857085448
360.0,9713.179570969754
380.0,10179.506639056533
400.0,10654.021869679009
420.0,11135.4878088696
440.0,11620.572046808838
460.0,12106.96856914882
480.0,12595.59817653467
500.0,13088.818605797493
520.0,13586.715268147247
540.0,14086.058353133214
560.0,14581.736560684993
580.0,15070.192373300086
600.0,15551.79990677199
620.0,16030.160312308744
640.0,16509.5139527695
660.0,16992.518222277955
680.0,17479.909185499597
700.0,17970.61840051367
720.0,18462.34129759076
740.0,18951.277702034557
760.0,19432.07211161797
780.0,19902.80349062925
800.0,20367.274293651302
820.0,20833.523081118652
840.0,21308.192194514137
860.0,21792.66895439033
880.0,22281.849060532957
900.0,22767.506501331754
920.0,23243.719866164225
940.0,23710.69663365666
960.0,24173.788546249416
980.0,24640.19865915149
1000.0,25116.814944243328
1020.0,25606.342777327936
1040.0,26105.569180961054
1060.0,26608.11336669471
1080.0,27108.127745902417
1100.0,27601.472655818478
1120.0,28085.12737040307
1140.0,28559.38261915442
1160.0,29025.766442225875
1180.0,29488.876526201413
1200.0,29952.844521306786
1220.0,30424.119052215643
1240.0,30906.277191744608
1260.0,31407.617850747265
1280.0,31927.194616354405
1300.0,32469.69260816575
1320.0,33022.8674067655
1340.0,33592.19721240142
1360.0,34150.42796231562
1380.0,34714.865372105625
1400.0,35236.060692865874
1420.0,35763.74425916724
1440.0,36215.069458338825
1460.0,36702.351478810866
1480.0,37073.95160936984
1500.0,37600.86485879331
