x_coord,D_T
-200.0,1.7728907794994306e-06
-180.0,1.7738581227717724e-06
-160.0,1.910230171373244e-06
-140.0,1.622296134583006e-06
-120.0,1.2061496712716874e-06
-100.0,6.31600380274303e-07
-80.0,-6.733023390721929e-08
-60.0,-5.729706113558485e-07
-50.0,-8.306227324192626e-07
-40.0,-1.2243275912692249e-06
-30.0,-1.3793001757023135e-06
-25.0,-1.854818210533005e-06
-20.0,-2.074126262820884e-06
-15.0,-3.147393788257732e-06
-10.0,-3.322956531246011e-06
-5.0,-3.490094687004638e-06
0.0,-2.0290364611847646e-06
5.0,8.286707428542209e-07
10.0,8.165751957988775e-07
20.0,8.09765880414271e-07
30.0,7.875465496153095e-07
40.0,7.668141007445897e-07
60.0,7.377618487251021e-07
80.0,7.025077370566713e-07
100.0,6.733273259054589e-07
120.0,6.533680583052784e-07
140.0,6.423141518371096e-07
160.0,6.36750281644755e-07
180.0,6.333404121790153e-07
200.0,6.309396837264162e-07
220.0,6.31295390916066e-07
240.0,6.359244899977377e-07
260.0,6.436590752781089e-07
280.0,6.517538432671745e-07
300.0,6.582505274477287e-07
320.0,6.636104561772883e-07
340.0,6.692932458984587e-07
360.0,6.772265631578185e-07
380.0,6.87990941183007e-07
400.0,6.99061240842629e-07
420.0,7.067898275581765e-07
440.0,7.103953165398933e-07
460.0,7.12987867986361e-07
480.0,7.179778499980465e-07
500.0,7.247543840413791e-07
520.0,7.292315761056437e-07
540.0,7.276093310104503e-07
560.0,7.196480129706157e-07
580.0,7.093588323963866e-07
600.0,7.019765658603479e-07
620.0,7.003284065713851e-07
640.0,7.03724232151293e-07
660.0,7.096015245077701e-07
680.0,7.152357659927099e-07
700.0,7.1840349267171e-07
720.0,7.171071249228772e-07
740.0,7.091156683240438e-07
760.0,6.958032432781444e-07
780.0,6.838666058022798e-07
800.0,6.805887106869393e-07
820.0,6.880462252586346e-07
840.0,7.013754302812216e-07
860.0,7.119865938856919e-07
880.0,7.128499668232076e-07
900.0,7.033680370988622e-07
920.0,6.897077945400342e-07
940.0,6.801127324467656e-07
960.0,6.79698366271392e-07
980.0,6.895880638087117e-07
1000.0,7.064928969440888e-07
1020.0,7.230265463737736e-07
1040.0,7.325447543902215e-07
1060.0,7.33120961537723e-07
1080.0,7.263939909958672e-07
1100.0,7.144309860619532e-07
1120.0,7.004716711272508e-07
1140.0,6.878423315200764e-07
1160.0,6.796924296563189e-07
1180.0,6.779258554298005e-07
1200.0,6.838961073387532e-07
1220.0,6.97197650646709e-07
1240.0,7.191835071429157e-07
1260.0,7.465458778703172e-07
1280.0,7.766421779351395e-07
1300.0,8.012107399270813e-07
1320.0,8.20831504078675e-07
1340.0,8.245286685324593e-07
1360.0,8.209511040168232e-07
1380.0,7.938689460444422e-07
1400.0,7.669926975928861e-07
1420.0,7.159001704198383e-07
1440.0,6.863565395919145e-07
1460.0,6.280575823002177e-07
1480.0,6.570379189027895e-07
1500.0,7.706106272818289e-07
