time,kxx
100000000.0,26.468696896437613
200000000.0,58.41893108992515
300000000.0,97.65330460612621
400000000.0,147.40454623996604
500000000.0,195.51339261016696
600000000.0,257.3657235420632
700000000.0,332.3499763590772
800000000.0,410.83892636565474
900000000.0,509.14390969733466
1000000000.0,587.790667768374
1100000000.0,716.0730335634987
1200000000.0,837.3450641929226
1300000000.0,946.3763110763866
1400000000.0,1097.100343364529
1500000000.0,1249.1477531787
1600000000.0,1385.296078786562
1700000000.0,1574.6435393720471
1800000000.0,1750.8428830421944
1900000000.0,1944.9637829656433
2000000000.0,2140.717772538432
2100000000.0,2377.4622948636224
2200000000.0,2605.653173977296
2300000000.0,2831.979850138609
2400000000.0,3058.302947771897
2500000000.0,3341.535460273173
2600000000.0,3632.687142800276
2700000000.0,3897.3748238929047
2800000000.0,4177.363444932207
2900000000.0,4488.8349557708125
3000000000.0,4852.161499555682
3100000000.0,5207.532561904384
3200000000.0,5498.546545792237
3300000000.0,5855.94461174923
3400000000.0,6265.266172100528
3500000000.0,6628.301651780788
3600000000.0,7040.921762806711
3700000000.0,7464.246244974831
3800000000.0,7862.831637974613
3900000000.0,8294.599886332098
4000000000.0,8779.018968903178
4100000000.0,9219.41985891057
4200000000.0,9674.811973224785
4300000000.0,10173.537533363944
4400000000.0,10637.232722785087
4500000000.0,11184.213661832695
4600000000.0,11703.357902864635
4700000000.0,12267.976866355339
4800000000.0,12798.020649645816
4900000000.0,13334.54694599332
5000000000.0,13886.934987763407
5100000000.0,14519.179443838755
5200000000.0,15135.92217729527
5300000000.0,15776.285026520796
5400000000.0,16415.149172274338
5500000000.0,16982.89701357603
5600000000.0,17664.138071025976
5700000000.0,18309.170517286686
5800000000.0,19005.093140946356
5900000000.0,19691.28821073534
6000000000.0,20452.058718944012
6100000000.0,21195.601641293837
6200000000.0,21870.129988157638
6300000000.0,22607.31047565177
6400000000.0,23323.478465787928
6500000000.0,24165.893409783388
6600000000.0,24906.900283344818
6700000000.0,25786.425865442183
6800000000.0,26593.311292361555
6900000000.0,27345.198193525655
7000000000.0,28099.768553851263
7100000000.0,28947.76017687504
7200000000.0,29828.790979983743
7300000000.0,30659.77519420722
7400000000.0,31519.69904482222
7500000000.0,32409.413723473983
7600000000.0,33219.91522374571
7700000000.0,34090.96553641566
7800000000.0,34928.696991748984
7900000000.0,35812.7842306281
8000000000.0,36739.017367419954
8100000000.0,37667.17863319914
8200000000.0,38505.21938135605
8300000000.0,39379.92396954852
8400000000.0,40185.67941598857
8500000000.0,41016.19823973478
8600000000.0,41777.7109521047
8700000000.0,42694.77734679636
8800000000.0,43620.631154638446
8900000000.0,44508.40137951697
9000000000.0,45335.74956655509
9100000000.0,46132.496151535765
9200000000.0,46920.66133455679
9300000000.0,47680.25659450355
9400000000.0,48470.01235536804
9500000000.0,49195.75658474162
9600000000.0,50083.00638382009
9700000000.0,50909.52608591253
9800000000.0,51660.03307756699
9900000000.0,52409.02959917064
10000000000.0,53114.41133384303
10100000000.0,53749.96822965435
10200000000.0,54409.21439242951
10300000000.0,55084.87331829831
10400000000.0,55801.758235694
10500000000.0,56506.506556871114
10600000000.0,57153.03130534974
10700000000.0,57821.05245217648
10800000000.0,58395.541746500145
10900000000.0,59025.3786631322
11000000000.0,59600.05183478867
11100000000.0,60095.26470625976
11200000000.0,60605.65267718248
11300000000.0,61081.4557807395
11400000000.0,61804.91071884176
11500000000.0,62345.584094059974
11600000000.0,62884.85415802564
11700000000.0,63348.18913441441
11800000000.0,63736.18524531958
11900000000.0,64211.81735513672
12000000000.0,64641.361248509966
12100000000.0,65014.931117400876
12200000000.0,65434.259589897876
12300000000.0,65889.53151156397
12400000000.0,66306.95219805586
12500000000.0,66678.38819977912
12600000000.0,67128.35323083113
12700000000.0,67561.97574804815
12800000000.0,67869.8512408954
12900000000.0,68252.556685078
13000000000.0,68498.37822473455
13100000000.0,68702.31131467731
13200000000.0,68982.51025268158
13300000000.0,69339.3558877353
13400000000.0,69699.57908164753
13500000000.0,70004.33919136912
13600000000.0,70427.39745406635
13700000000.0,70674.11575848458
13800000000.0,70862.38815095146
13900000000.0,71096.24449324852
14000000000.0,71225.4778771894
14100000000.0,71433.4114368954
14200000000.0,71662.7578090162
14300000000.0,71970.4736089912
14400000000.0,72277.17965953471
14500000000.0,72505.88872422888
14600000000.0,72645.1011164406
14700000000.0,72877.55963199449
14800000000.0,73010.83811720891
14900000000.0,73179.60161354985
15000000000.0,73311.10313062681
15100000000.0,73434.8011993786
15200000000.0,73599.60099427195
15300000000.0,73831.02165297796
15400000000.0,74075.86452768584
15500000000.0,74202.03537200487
15600000000.0,74343.94493118116
15700000000.0,74458.2016326556
15800000000.0,74596.71047031312
15900000000.0,74807.82507076349
16000000000.0,74896.90571540486
16100000000.0,74975.66512489459
16200000000.0,75150.9115370717
16300000000.0,75298.48393908155
16400000000.0,75404.47898883282
16500000000.0,75496.46742451304
16600000000.0,75650.77277920482
16700000000.0,75722.91299237822
16800000000.0,75822.87462591975
16900000000.0,75949.87725461819
17000000000.0,76138.88689206693
17100000000.0,76280.64724340955
17200000000.0,76358.749701643
17300000000.0,76462.53357661262
17400000000.0,76566.01175902398
17500000000.0,76635.74467971612
17600000000.0,76766.32179759454
17700000000.0,76871.48253543982
17800000000.0,76961.28162848188
17900000000.0,77023.16190034342
18000000000.0,77148.63070405727
18100000000.0,77176.12360460959
18200000000.0,77271.82660383028
18300000000.0,77405.06203832051
18400000000.0,77413.56696647669
18500000000.0,77474.89302865953
18600000000.0,77481.68768926132
18700000000.0,77588.98178643927
18800000000.0,77631.66450524467
18900000000.0,77635.96168032437
19000000000.0,77657.76852104807
19100000000.0,77740.45427060421
19200000000.0,77781.2729790361
19300000000.0,77834.83175413864
19400000000.0,77915.57350835642
19500000000.0,77915.61180974712
19600000000.0,77975.10677381995
19700000000.0,77974.07413664671
19800000000.0,78011.95911735421
19900000000.0,78010.01312555348
20000000000.0,78026.90791171657
20100000000.0,78024.18457489542
20200000000.0,78061.36438787318
20300000000.0,78136.20581235112
20400000000.0,78167.53108423336
20500000000.0,78182.38679965449
20600000000.0,78177.63979879479
20700000000.0,78172.64886244781
20800000000.0,78167.42014034252
20900000000.0,78225.77060757513
21000000000.0,78278.26223788943
21100000000.0,78281.61018575294
21200000000.0,78275.20921379456
21300000000.0,78288.25569515362
21400000000.0,78281.47673022737
21500000000.0,78339.48301721542
21600000000.0,78332.22357554882
21700000000.0,78382.15108550296
21800000000.0,78374.55060514543
21900000000.0,78366.86776207206
22000000000.0,78396.5578158768
22100000000.0,78388.61503117679
22200000000.0,78380.63273441471
22300000000.0,78372.59727410303
22400000000.0,78364.52329739119
22500000000.0,78387.5500730145
22600000000.0,78397.89827807168
22700000000.0,78426.64673565664
22800000000.0,78418.24972133455
22900000000.0,78409.82511297007
23000000000.0,78401.4039249565
23100000000.0,78392.98617832822
23200000000.0,78384.5831491716
23300000000.0,78409.50619406886
23400000000.0,78401.02926944183
23500000000.0,78427.78350719875
23600000000.0,78419.28600533621
23700000000.0,78410.7993734476
23800000000.0,78420.29967500713
23900000000.0,78411.86666888942
24000000000.0,78438.91895838939
24100000000.0,78437.10167089755
24200000000.0,78439.53989709126
24300000000.0,78431.17086941634
24400000000.0,78422.87468979087
24500000000.0,78414.62851379068
24600000000.0,78406.45738618821
24700000000.0,78398.33486154227
24800000000.0,78390.28551828049
24900000000.0,78382.3055170438
25000000000.0,78374.37738275387
25100000000.0,78366.54094972824
25200000000.0,78358.773508101
25300000000.0,78351.07145267328
25400000000.0,78343.44565786986
25500000000.0,78352.90835953415
25600000000.0,78345.39742780497
25700000000.0,78337.97096349638
25800000000.0,78330.65013666193
25900000000.0,78355.70865579964
26000000000.0,78381.7508521574
26100000000.0,78374.56228289119
26200000000.0,78367.38507898484
26300000000.0,78360.32668460775
26400000000.0,78353.38261801063
26500000000.0,78346.49039493475
26600000000.0,78339.67811691234
26700000000.0,78332.91170430643
26800000000.0,78326.24713761704
26900000000.0,78319.68698890721
27000000000.0,78342.37003819611
27100000000.0,78335.92371740201
27200000000.0,78329.59528122496
27300000000.0,78323.28464415991
27400000000.0,78317.06247810707
27500000000.0,78336.80491750372
27600000000.0,78330.68437354534
27700000000.0,78324.66960627497
27800000000.0,78318.73146710508
27900000000.0,78312.8754587963
28000000000.0,78307.08911010138
28100000000.0,78301.4046203965
28200000000.0,78295.80418703456
28300000000.0,78290.28395442516
28400000000.0,78284.86490453796
28500000000.0,78279.51078238834
28600000000.0,78311.91626015907
28700000000.0,78306.66267877536
28800000000.0,78301.49883361495
28900000000.0,78296.43109978263
29000000000.0,78291.42653997855
29100000000.0,78286.51316409215
29200000000.0,78281.65584815574
29300000000.0,78276.87850466819
29400000000.0,78272.18857991911
29500000000.0,78267.56584902597
29600000000.0,78263.02382093793
29700000000.0,78258.55825060514
29800000000.0,78254.1670094271
29900000000.0,78249.83876610584
30000000000.0,78245.59011877085
30100000000.0,78241.40438407057
30200000000.0,78237.28457973729
30300000000.0,78263.44334692878
30400000000.0,78259.38315773502
30500000000.0,78255.39700260534
30600000000.0,78251.48348597802
30700000000.0,78247.6407358541
30800000000.0,78243.86694615804
30900000000.0,78240.16049718682
31000000000.0,78236.51995434816
31100000000.0,78232.94404795559
31200000000.0,78229.43162917324
31300000000.0,78225.98164461905
31400000000.0,78222.59311757043
