time,vt_average,vt_std_dev,vt_margin_of_error
9600000000.0,6.382168793211061e-08,7.91195457323462e-09,1.5507146010856828e-09
9700000000.0,6.317059514088836e-08,7.833681143870728e-09,1.535373290835716e-09
9800000000.0,6.252226698322474e-08,7.760192806929922e-09,1.5209698414669437e-09
9900000000.0,6.18767833661069e-08,7.69118947275254e-09,1.5074454364868586e-09
10000000000.0,6.123403426701645e-08,7.626522257205736e-09,1.4947708951416362e-09
10100000000.0,6.059425887940774e-08,7.565832601530723e-09,1.48287594120592e-09
10200000000.0,5.995772745432845e-08,7.508815510350225e-09,1.4717007966842186e-09
10300000000.0,5.9324538296317094e-08,7.455030009282833e-09,1.461159032185966e-09
10400000000.0,5.8694567844183166e-08,7.40428477829997e-09,1.451213149674608e-09
10500000000.0,5.806812337327466e-08,7.356438265221051e-09,1.4418354054325575e-09
10600000000.0,5.7445234148266445e-08,7.311123917622133e-09,1.4329539565048767e-09
10700000000.0,5.682592512746761e-08,7.26806514615697e-09,1.4245145923758505e-09
10800000000.0,5.6210279000549266e-08,7.227109042045424e-09,1.4164873434752803e-09
10900000000.0,5.5598524268753596e-08,7.1881615719127454e-09,1.4088537796003804e-09
11000000000.0,5.499069916012127e-08,7.150976261357301e-09,1.4015655926561195e-09
11100000000.0,5.4386895608350463e-08,7.115127241037369e-09,1.3945393137853084e-09
11200000000.0,5.3787148360312786e-08,7.080844202609372e-09,1.3878199617253605e-09
11300000000.0,5.319139869848112e-08,7.047855710613494e-09,1.3813543361037397e-09
11400000000.0,5.259988774066692e-08,7.015660255029155e-09,1.3750441427626235e-09
11500000000.0,5.201260077500853e-08,6.984284423453149e-09,1.368894592775227e-09
11600000000.0,5.142967581449726e-08,6.953851506210399e-09,1.362929850601199e-09
11700000000.0,5.0851040020414244e-08,6.924163295857998e-09,1.3571110682955835e-09
11800000000.0,5.0276735362739285e-08,6.894917360905573e-09,1.3513789703754882e-09
11900000000.0,4.970685336814702e-08,6.866207892908156e-09,1.3457520180464636e-09
12000000000.0,4.914152613097261e-08,6.8379297173518815e-09,1.340209597482584e-09
12100000000.0,4.8580755965849e-08,6.809783011611289e-09,1.334692944529083e-09
12200000000.0,4.802449247509666e-08,6.7819231607088335e-09,1.329232514090736e-09
12300000000.0,4.7472899128355073e-08,6.754218634529782e-09,1.3238025267387672e-09
12400000000.0,4.6925778108261155e-08,6.726494319188318e-09,1.3183686607822373e-09
12500000000.0,4.638321979871658e-08,6.6989344170017015e-09,1.312967019211916e-09
12600000000.0,4.584529716784097e-08,6.671351670176346e-09,1.3075609001746774e-09
12700000000.0,4.531206987014869e-08,6.6437204948582354e-09,1.3021452893272768e-09
12800000000.0,4.478350561792801e-08,6.6160156576258595e-09,1.2967152410099767e-09
12900000000.0,4.425967278874285e-08,6.588051925156642e-09,1.2912344501586785e-09
13000000000.0,4.374060716795263e-08,6.559950929409539e-09,1.285726756199275e-09
13100000000.0,4.322615296740638e-08,6.5317517005198595e-09,1.2801998088977177e-09
13200000000.0,4.2716412666115474e-08,6.503328976716995e-09,1.2746290573981035e-09
13300000000.0,4.221133928794709e-08,6.4747499666920546e-09,1.269027674361834e-09
13400000000.0,4.171098255720361e-08,6.445937143630661e-09,1.2633804648125085e-09
13500000000.0,4.1215299253973884e-08,6.416830759749566e-09,1.2576757183997942e-09
13600000000.0,4.072436304354281e-08,6.387574777647885e-09,1.25194165127463e-09
13700000000.0,4.0238156786352476e-08,6.35797116465558e-09,1.2461394497469117e-09
13800000000.0,3.975661815960418e-08,6.328174001126786e-09,1.2402993130111233e-09
13900000000.0,3.927982208100752e-08,6.298209503759396e-09,1.2344263794456302e-09
14000000000.0,3.880770523842424e-08,6.267851248015078e-09,1.2284762706563984e-09
14100000000.0,3.834016479199768e-08,6.237296809771764e-09,1.2224877108039235e-09
14200000000.0,3.7877322821534614e-08,6.206597171411934e-09,1.2164706922515563e-09
14300000000.0,3.7419074939993254e-08,6.175738178632255e-09,1.2104224408068212e-09
14400000000.0,3.69654742641818e-08,6.144385981288976e-09,1.204277523043919e-09
14500000000.0,3.65165401491762e-08,6.112839285605114e-09,1.1980944843067579e-09
14600000000.0,3.6072038620223e-08,6.081341793121122e-09,1.1919210892195632e-09
14700000000.0,3.563212811048429e-08,6.0494944670944795e-09,1.1856791280179506e-09
14800000000.0,3.519681785395244e-08,6.01743583101297e-09,1.1793957508066272e-09
14900000000.0,3.476611726116167e-08,5.985192949518689e-09,1.1730762621579688e-09
15000000000.0,3.433992320450555e-08,5.952811215669564e-09,1.1667295589478441e-09
15100000000.0,3.3918141632195886e-08,5.920222803947891e-09,1.16034234761906e-09
15200000000.0,3.350076479586234e-08,5.8875267124546434e-09,1.1539340314428608e-09
15300000000.0,3.308784361988656e-08,5.854698783653899e-09,1.1474998756292104e-09
15400000000.0,3.267938651972867e-08,5.821635088201803e-09,1.1410195104010196e-09
15500000000.0,3.2275266867279366e-08,5.78853821314909e-09,1.1345326420906055e-09
15600000000.0,3.1875502397229184e-08,5.755301109952357e-09,1.1280182895690017e-09
15700000000.0,3.148004370259834e-08,5.721987080163628e-09,1.1214888597124213e-09
15800000000.0,3.108889143468941e-08,5.6885935743317195e-09,1.1149438528376146e-09
15900000000.0,3.070207006358694e-08,5.655057463796682e-09,1.1083708959545918e-09
16000000000.0,3.031947801199146e-08,5.621504460959219e-09,1.1017946282411319e-09
16100000000.0,2.994109600818352e-08,5.587955903472145e-09,1.0952192318003383e-09
16200000000.0,2.9566855571704354e-08,5.554324981075436e-09,1.088627692133897e-09
16300000000.0,2.919671773879431e-08,5.520654171757685e-09,1.0820283347745864e-09
16400000000.0,2.883074560188617e-08,5.486943673572312e-09,1.075421198540163e-09
16500000000.0,2.8468901101535384e-08,5.453215981743214e-09,1.0688106924134933e-09
16600000000.0,2.8111159823464014e-08,5.419488870121808e-09,1.0622003000054414e-09
16700000000.0,2.7757408521940338e-08,5.385742820640568e-09,1.0555861958450675e-09
16800000000.0,2.7407648898292982e-08,5.352005772911754e-09,1.0489738559957493e-09
16900000000.0,2.706185267610933e-08,5.318334172768009e-09,1.042374343637392e-09
17000000000.0,2.6719924008244323e-08,5.2847333678583555e-09,1.0357887068899442e-09
17100000000.0,2.638192299795364e-08,5.251082523611744e-09,1.0291932626126716e-09
17200000000.0,2.6047821759465985e-08,5.217413500747721e-09,1.0225942553918575e-09
17300000000.0,2.5717563074459284e-08,5.183883491907459e-09,1.0160224944190353e-09
17400000000.0,2.5391113986797e-08,5.150476636395569e-09,1.0094748710550317e-09
17500000000.0,2.5068454163950366e-08,5.117014694563701e-09,1.002916450970708e-09
17600000000.0,2.47495294156234e-08,5.083604440411952e-09,9.963681614855322e-10
17700000000.0,2.443426839101932e-08,5.050309633237033e-09,9.898424991920275e-10
17800000000.0,2.4122651595212188e-08,5.0170720263199476e-09,9.833280479430487e-10
17900000000.0,2.3814640970824718e-08,4.983996397875717e-09,9.768453438913768e-10
18000000000.0,2.351028674756837e-08,4.951046794659292e-09,9.70387340330469e-10
18100000000.0,2.320961855936345e-08,4.918090890722783e-09,9.63928101851117e-10
18200000000.0,2.2912368744871203e-08,4.885209595762745e-09,9.574834864624456e-10
18300000000.0,2.2618588795372722e-08,4.852480161879719e-09,9.51068635297934e-10
18400000000.0,2.232835990397108e-08,4.819827665989102e-09,9.44668863702839e-10
18500000000.0,2.204155369824907e-08,4.787322074549078e-09,9.38297884850977e-10
18600000000.0,2.17581647218992e-08,4.754927724900653e-09,9.319487089896259e-10
18700000000.0,2.1478124682519805e-08,4.72262359415075e-09,9.256172157074575e-10
18800000000.0,2.1201470375892116e-08,4.690410489561662e-09,9.193035632249741e-10
18900000000.0,2.0928090600385965e-08,4.658319028207749e-09,9.130137523784813e-10
19000000000.0,2.0657922083942077e-08,4.62644199564431e-09,9.067659688026461e-10
19100000000.0,2.039107798097051e-08,4.594668743271069e-09,9.005385257703207e-10
19200000000.0,2.0127449761838618e-08,4.56296631657745e-09,8.943249643161192e-10
19300000000.0,1.9866935979515055e-08,4.531407493959643e-09,8.881395487435802e-10
19400000000.0,1.9609596052241225e-08,4.499972417410612e-09,8.819783869548442e-10
19500000000.0,1.9355371075399107e-08,4.4686853529719755e-09,8.758462350066731e-10
19600000000.0,1.9104220196533737e-08,4.437526879217701e-09,8.697392863695117e-10
19700000000.0,1.8856168491673073e-08,4.406464672713245e-09,8.636512057666036e-10
19800000000.0,1.861111106797492e-08,4.375558645576392e-09,8.575937357572588e-10
19900000000.0,1.8369010285162642e-08,4.3447889040452175e-09,8.515629772357879e-10
20000000000.0,1.8129868342748152e-08,4.314146582906883e-09,8.455571926524032e-10
20100000000.0,1.789365017207595e-08,4.283678719540386e-09,8.395856011639812e-10
20200000000.0,1.7660317513406504e-08,4.25335712351568e-09,8.336426775477615e-10
20300000000.0,1.7429857518086258e-08,4.223144541622538e-09,8.277211203087089e-10
20400000000.0,1.720224853708984e-08,4.193064478513378e-09,8.218255362740444e-10
20500000000.0,1.6977427163891324e-08,4.163125902376657e-09,8.159576831764062e-10
20600000000.0,1.6755400704282245e-08,4.133321421064838e-09,8.101161121814999e-10
20700000000.0,1.6536123430770357e-08,4.1036921952175455e-09,8.043088906264502e-10
20800000000.0,1.631952105429999e-08,4.074193675800151e-09,7.985272870609153e-10
20900000000.0,1.6105622644304248e-08,4.044795128693524e-09,7.92765277708236e-10
21000000000.0,1.5894413581337812e-08,4.015544310349625e-09,7.870322226609995e-10
21100000000.0,1.5685756910926106e-08,3.9864537491961814e-09,7.813305774459185e-10
21200000000.0,1.547968034137681e-08,3.957538866651539e-09,7.75663364605448e-10
21300000000.0,1.5276277454840916e-08,3.928699294542391e-09,7.700109123391003e-10
21400000000.0,1.5075375102226962e-08,3.9000112609527105e-09,7.643881610767954e-10
21500000000.0,1.487690991674588e-08,3.871526560144154e-09,7.588052623072784e-10
21600000000.0,1.4680965233803184e-08,3.843145425178952e-09,7.532426620700618e-10
21700000000.0,1.4487540876261872e-08,3.814919307352771e-09,7.47710444633792e-10
21800000000.0,1.4296461474095533e-08,3.786760002854927e-09,7.421913223692449e-10
21900000000.0,1.4107742194382903e-08,3.758750235794642e-09,7.367015089038934e-10
22000000000.0,1.3921472542451496e-08,3.730935881730777e-09,7.312499956820514e-10
22100000000.0,1.3737523553327714e-08,3.7032280702133147e-09,7.258193644155864e-10
22200000000.0,1.3555920981193636e-08,3.6756745934146127e-09,7.204189821981547e-10
22300000000.0,1.337660771537604e-08,3.6482284947934625e-09,7.150396457167959e-10
22400000000.0,1.3199504912587679e-08,3.620940500971447e-09,7.096912972066457e-10
22500000000.0,1.3024689401680918e-08,3.5937895091670787e-09,7.043698005985352e-10
22600000000.0,1.2852078653140778e-08,3.566738911443817e-09,6.990679808687478e-10
22700000000.0,1.268162435653686e-08,3.5398550725221345e-09,6.937988452634804e-10
22800000000.0,1.2513348991631579e-08,3.5131162894390613e-09,6.885581400801552e-10
22900000000.0,1.2347206244836585e-08,3.4865114434651386e-09,6.833436860878428e-10
23000000000.0,1.2183174618355748e-08,3.460028843223494e-09,6.781531918187834e-10
23100000000.0,1.2021272062268254e-08,3.433674025145938e-09,6.729877423936719e-10
23200000000.0,1.1861421510055996e-08,3.4074270071452713e-09,6.678434213953837e-10
23300000000.0,1.1703587084041187e-08,3.381336014538516e-09,6.627296808123695e-10
23400000000.0,1.154779358091408e-08,3.3553967394925302e-09,6.576456763248485e-10
23500000000.0,1.1393959543445719e-08,3.329550730997415e-09,6.525799517453943e-10
23600000000.0,1.1242108112530855e-08,3.303881227066478e-09,6.475488214248298e-10
23700000000.0,1.1092234928216474e-08,3.2783194814795727e-09,6.425388113515988e-10
23800000000.0,1.0944254498035413e-08,3.252850071463855e-09,6.375468987177697e-10
23900000000.0,1.0798136636818663e-08,3.2275602716378248e-09,6.32590189034245e-10
24000000000.0,1.0653943773543077e-08,3.202405039437342e-09,6.276598541206762e-10
24100000000.0,1.0511604878616488e-08,3.1774066296151813e-09,6.227602558284554e-10
24200000000.0,1.0371068728259694e-08,3.15253206678346e-09,6.178849311003203e-10
24300000000.0,1.0232332304944807e-08,3.1277608044514905e-09,6.130298528980949e-10
24400000000.0,1.009539230959204e-08,3.1031212628201906e-09,6.082005914788024e-10
24500000000.0,9.960252032905414e-09,3.0785688085294763e-09,6.033883988646158e-10
24600000000.0,9.82684063324442e-09,3.054180761489867e-09,5.986084294795256e-10
24700000000.0,9.695160966092125e-09,3.0299472989397532e-09,5.938587580976333e-10
24800000000.0,9.565174556375331e-09,3.0058098862720923e-09,5.891279121467737e-10
24900000000.0,9.436890613723552e-09,2.9817983363309004e-09,5.844217348370016e-10
25000000000.0,9.310273566105737e-09,2.9579480871913575e-09,5.797471719034203e-10
25100000000.0,9.185253176662959e-09,2.9342275814022292e-09,5.750980381992439e-10
25200000000.0,9.06186696295606e-09,2.9106061196060278e-09,5.704683167609695e-10
25300000000.0,8.940088312632895e-09,2.8871082815704414e-09,5.658628251345391e-10
25400000000.0,8.819888394133364e-09,2.8637620651727013e-09,5.612870508030542e-10
25500000000.0,8.701293048596502e-09,2.8405315219472945e-09,5.567339479967444e-10
25600000000.0,8.584223099318836e-09,2.817430975714143e-09,5.522063241327263e-10
25700000000.0,8.468645062654062e-09,2.7944739333426477e-09,5.477068265087573e-10
25800000000.0,8.354599506393306e-09,2.7716162528391536e-09,5.432268034530602e-10
25900000000.0,8.242057267226317e-09,2.7488644990205513e-09,5.387675416461019e-10
26000000000.0,8.13097754296868e-09,2.726272465204432e-09,5.343395843843915e-10
26100000000.0,8.021341067910659e-09,2.703828852067485e-09,5.299407170412548e-10
26200000000.0,7.913129343137425e-09,2.6814981803973387e-09,5.255639858188472e-10
26300000000.0,7.806346859059159e-09,2.659290252894797e-09,5.212113120112215e-10
26400000000.0,7.700973705035075e-09,2.6371921770908842e-09,5.168801687408909e-10
26500000000.0,7.5969650685274e-09,2.6152032923609168e-09,5.125704265277971e-10
26600000000.0,7.49431964250406e-09,2.5933613372170824e-09,5.082894819844115e-10
26700000000.0,7.393024893071097e-09,2.571663483238583e-09,5.040367807504448e-10
26800000000.0,7.293068784143333e-09,2.5500944127647857e-09,4.998093206195798e-10
26900000000.0,7.1944192266211746e-09,2.5286352615085177e-09,4.956034042594716e-10
27000000000.0,7.097075755161713e-09,2.5072874803736005e-09,4.914193160420435e-10
27100000000.0,7.001008541210322e-09,2.486077512214223e-09,4.872622386714814e-10
27200000000.0,6.906189505674688e-09,2.465004036953121e-09,4.831319134173958e-10
27300000000.0,6.812636153778671e-09,2.444046385723327e-09,4.79024289256301e-10
27400000000.0,6.720295321023046e-09,2.4232185004205256e-09,4.749420987495387e-10
27500000000.0,6.629179697439749e-09,2.4025105536420688e-09,4.70883415761584e-10
27600000000.0,6.539294441663372e-09,2.3819161759005433e-09,4.668469918958437e-10
27700000000.0,6.450587557998536e-09,2.361473791842854e-09,4.628403582447231e-10
27800000000.0,6.363058062944988e-09,2.34111776756139e-09,4.5885065079871384e-10
27900000000.0,6.276693362732512e-09,2.320876854622509e-09,4.548835047612721e-10
28000000000.0,6.1914479172496575e-09,2.3007953170840415e-09,4.509475957283135e-10
28100000000.0,6.107315637057957e-09,2.280821655146155e-09,4.470328299245499e-10
28200000000.0,6.024317556666488e-09,2.260972681743591e-09,4.4314250262463804e-10
28300000000.0,5.942440737533084e-09,2.24126596953653e-09,4.392800580066845e-10
28400000000.0,5.861629869867527e-09,2.2216871485800902e-09,4.354426796132465e-10
28500000000.0,5.781886315898289e-09,2.202215035298625e-09,4.316262155397908e-10
28600000000.0,5.7032173281959025e-09,2.182850775643333e-09,4.2783089038862547e-10
28700000000.0,5.6255850536461214e-09,2.1636189422607213e-09,4.24061520309966e-10
28800000000.0,5.548972599476928e-09,2.1445300548250846e-09,4.203201671220873e-10
28900000000.0,5.47338229003226e-09,2.125592171825859e-09,4.1660841025989583e-10
29000000000.0,5.398810393554576e-09,2.106716856913156e-09,4.129089165173208e-10
29100000000.0,5.32523018841933e-09,2.0879699425848157e-09,4.092345888268403e-10
29200000000.0,5.2526078378727735e-09,2.069367468084041e-09,4.0558857082235596e-10
29300000000.0,5.18098977134592e-09,2.050848434591281e-09,4.0195890695492594e-10
29400000000.0,5.11034949198763e-09,2.032470762642405e-09,3.983569494409771e-10
29500000000.0,5.040609992091372e-09,2.0142275816412193e-09,3.947813516684001e-10
29600000000.0,4.971786304941802e-09,1.9961094232344267e-09,3.9123025787404964e-10
29700000000.0,4.903904152249397e-09,1.9781047789945655e-09,3.877014124475912e-10
29800000000.0,4.83695355452766e-09,1.9602197146924354e-09,3.841960042582553e-10
29900000000.0,4.7708699844333485e-09,1.9424661152738865e-09,3.807163627126247e-10
30000000000.0,4.7056704647557475e-09,1.9248017054313973e-09,3.772542020026813e-10
30100000000.0,4.641350953926046e-09,1.9072583740814877e-09,3.7381577224121375e-10
30200000000.0,4.577895731923294e-09,1.8898471100240244e-09,3.7040322719341925e-10
30300000000.0,4.515312107403189e-09,1.8725405449163175e-09,3.6701120276269895e-10
30400000000.0,4.453544474703442e-09,1.8553714125519778e-09,3.636461146547083e-10
30500000000.0,4.392558833529699e-09,1.838350418688484e-09,3.6031006115935575e-10
30600000000.0,4.332424762281377e-09,1.8214363875732474e-09,3.569949719774304e-10
30700000000.0,4.2731224932374575e-09,1.8046378311270128e-09,3.537025154147421e-10
30800000000.0,4.214605034354179e-09,1.787949658369839e-09,3.504316936575578e-10
30900000000.0,4.156873442311566e-09,1.7713592451011975e-09,3.471800324080405e-10
31000000000.0,4.09991632340132e-09,1.7548987937439532e-09,3.4395384322509333e-10
31100000000.0,4.0437235659932055e-09,1.738556880910262e-09,3.4075088716584055e-10
31200000000.0,3.9882893454013286e-09,1.7223144311991492e-09,3.375674255203921e-10
31300000000.0,3.93361150434616e-09,1.7062005647961323e-09,3.344091657402318e-10
31400000000.0,3.879669178104682e-09,1.6902088894822425e-09,3.312748549734636e-10
31500000000.0,3.826434091968201e-09,1.6743103892941214e-09,3.281588061957715e-10
31600000000.0,3.773931329359069e-09,1.6585300733839214e-09,3.2506592111090586e-10
31700000000.0,3.7221382709477985e-09,1.6428993687930832e-09,3.220023593058031e-10
31800000000.0,3.6710415751125183e-09,1.6273710606392922e-09,3.189588668335761e-10
31900000000.0,3.6206598736019764e-09,1.6119378271073971e-09,3.159340086448251e-10
32000000000.0,3.570941195039345e-09,1.5966461930403957e-09,3.129369034412162e-10
32100000000.0,3.521884901819664e-09,1.5814591476855008e-09,3.0996029724849916e-10
32200000000.0,3.473500166842334e-09,1.5663717820591904e-09,3.070032279235836e-10
32300000000.0,3.4257776160033895e-09,1.551387901479334e-09,3.040664412950668e-10
32400000000.0,3.378690456071625e-09,1.5365222084776122e-09,3.0115281900620643e-10
32500000000.0,3.3322301836958605e-09,1.5217922383763717e-09,2.982657979170281e-10
32600000000.0,3.286408849180153e-09,1.5071715772297704e-09,2.954002009892778e-10
32700000000.0,3.2412174377942136e-09,1.4926454007779338e-09,2.925531227214105e-10
32800000000.0,3.1966350620726422e-09,1.478235836530228e-09,2.897289000255686e-10
32900000000.0,3.1526612030982676e-09,1.4639533046086187e-09,2.869295752081288e-10
33000000000.0,3.1092630259773025e-09,1.4497721454026965e-09,2.8415011907786517e-10
33100000000.0,3.0664452854903426e-09,1.4356830071542618e-09,2.813886987238514e-10
33200000000.0,3.0242315597707286e-09,1.4216989783814013e-09,2.7864787944849354e-10
33300000000.0,2.982599487010302e-09,1.4078144436798799e-09,2.759265606527857e-10
33400000000.0,2.9415165348700218e-09,1.3940755252515752e-09,2.7323378212218463e-10
33500000000.0,2.9009866256166967e-09,1.3804653762147479e-09,2.7056624192854423e-10
33600000000.0,2.861032540680701e-09,1.3669296342759664e-09,2.6791328525814023e-10
33700000000.0,2.8215951091235275e-09,1.3534982408904712e-09,2.652807805283642e-10
33800000000.0,2.7826944544266006e-09,1.3401749754644791e-09,2.6266946848922296e-10
33900000000.0,2.7443554896711926e-09,1.3269636265800536e-09,2.600800916891562e-10
