x_coord,D_L,RMSE,a_L
40.0,1.3126888892834737e-06,0.00858827949883924,8.30471826220924
60.0,1.5510620979078202e-06,0.007190379829904326,11.028370758411851
80.0,1.8711445182446613e-06,0.006507043433508259,14.685632781153986
100.0,2.1575886612454335e-06,0.0060504402281143085,17.95854381679034
120.0,2.44554728595352e-06,0.006087067189336184,21.24875932177702
140.0,2.737930692571866e-06,0.00604336042275634,24.58953238885124
160.0,3.0187890032556314e-06,0.0059143373962291705,27.798619699407986
180.0,3.3414559665157675e-06,0.005871122896165348,31.48541271191696
200.0,3.644884626294775e-06,0.005924090606593195,34.952388851542146
220.0,3.9477284731737686e-06,0.0060782344884809675,38.41268291844563
240.0,4.293026536707425e-06,0.006205543126128674,42.358058903040714
260.0,4.537828092912802e-06,0.006224776638761299,45.15516170448767
280.0,4.821001408325138e-06,0.006344886710777371,48.390700261155835
300.0,5.107727014581348e-06,0.00651286941775886,51.666827296202044
320.0,5.372762649910228e-06,0.006688728625415887,54.69512470391845
340.0,5.6268080350363645e-06,0.0068703973823248015,57.597847502930534
360.0,5.839012838066119e-06,0.0070508587393498835,60.022499773266006
380.0,6.041769593916315e-06,0.007099454526690418,62.339198648027576
400.0,6.248233467111881e-06,0.007214825690918501,64.6982550489126
420.0,6.488633368668877e-06,0.007352593409609306,67.44506454038704
440.0,6.71994633044325e-06,0.007458730352699237,70.08804664972985
460.0,6.963782290297722e-06,0.007549354169167879,72.87411654640263
480.0,7.177608456576056e-06,0.007639555270170943,75.3172945146751
500.0,7.3437042166657956e-06,0.007729404455790175,77.21510481889435
520.0,7.490785430275728e-06,0.007754403069016431,78.89565489792821
540.0,7.63630629025388e-06,0.007749775492368412,80.55837637496151
560.0,7.766784591071567e-06,0.0077424332708441535,82.0492215574938
580.0,7.915603680046438e-06,0.007733497285736118,83.749628602011
600.0,8.00315362652131e-06,0.007721694711667934,84.74997436920027
620.0,8.072543732712024e-06,0.007710733175024765,85.5428257849646
640.0,8.169539899244106e-06,0.007685447605618615,86.65110407102618
660.0,8.298052559179335e-06,0.007646799768315612,88.11948983906703
680.0,8.449768136797238e-06,0.007590204325480411,89.85299216542543
700.0,8.592879286641095e-06,0.007544034919263675,91.48818029229632
720.0,8.746211714111546e-06,0.007515613353268265,93.24015674652459
740.0,8.87282728788358e-06,0.00750870476507837,94.68686640635799
760.0,8.98869166295155e-06,0.007513467831655054,96.01073286012608
780.0,9.107822981817874e-06,0.007540240261598564,97.37192741667337
800.0,9.21808673896821e-06,0.007563746570053289,98.63180120507576
820.0,9.332169309095865e-06,0.007606693029604295,99.93530875399274
840.0,9.433818164405465e-06,0.0076672934938781705,101.09674866621219
860.0,9.543005286313428e-06,0.007695028239482609,102.3443208193666
880.0,9.657270499029113e-06,0.007710888743604237,103.64991524265874
900.0,9.743726885649343e-06,0.0077101906465065475,104.637765993965
920.0,9.833036479133974e-06,0.007729379992044696,105.65821748947091
940.0,9.862258292314264e-06,0.0077180844576810615,105.99210595315934
960.0,9.877764967292212e-06,0.007685839054064039,106.1692852354085
980.0,9.900002048365265e-06,0.007640716267300031,106.42336614375557
1000.0,9.949043205083265e-06,0.0076018082698510875,106.98371044453702
1020.0,1.0023564911515187e-05,0.007553051378174887,107.83519552927424
1040.0,1.0075497802774477e-05,0.007512063865522806,108.42858079152613
1060.0,1.011887526804523e-05,0.007471036484130845,108.92421174873583
1080.0,1.0192004666450086e-05,0.007446804450535547,109.75978832070314
1100.0,1.0312237591752678e-05,0.007414079384720517,111.13356983338232
1120.0,1.0452332866271302e-05,0.007404707658217365,112.73429856607376
1140.0,1.0578927897110108e-05,0.007404831957242062,114.18077350233362
1160.0,1.0694679001488315e-05,0.007414275143002276,115.50334572509855
1180.0,1.0798211693799437e-05,0.007443086081391192,116.68631036059226
1200.0,1.0890434708282831e-05,0.007464382017557048,117.74005060705119
1220.0,1.095407280215922e-05,0.007481645694857439,118.46717952493705
1240.0,1.0985586590416923e-05,0.0074983194667446774,118.82725609792206
1260.0,1.0983703972275914e-05,0.007532866248661236,118.80574530134913
1280.0,1.09544421256595e-05,0.007561835817000605,118.47139941558353
1300.0,1.091946104153225e-05,0.007595559279377898,118.07170551687362
1320.0,1.0895202035375014e-05,0.00762886634805955,117.79452209069557
1340.0,1.0875228278959317e-05,0.00768144320503084,117.56630193191972
1360.0,1.0873475939029584e-05,0.0077677867178135235,117.54627969430604
1380.0,1.0869780748806684e-05,0.00788956640441524,117.50405844749467
1400.0,1.0873830595254011e-05,0.008052962167494517,117.55033199664543
1420.0,1.0898160401729815e-05,0.008218312126247252,117.82832438732711
1440.0,1.0888115966574723e-05,0.008413987466546074,117.71355666220822
1460.0,1.0931035592591031e-05,0.008600055664262453,118.2039563476847
1480.0,1.084771028705996e-05,0.008801809354235938,117.25188133172014
1500.0,1.103019955560122e-05,0.008975083491016871,119.33700387825546
