x_coord,kyy
-200.0,0.0
-180.0,1183.2910561244953
-160.0,2294.307240435569
-140.0,3584.53520992915
-120.0,4214.8960976786475
-100.0,4879.538607772322
-80.0,4958.983599329882
-60.0,4896.931282883396
-50.0,4683.56556987887
-40.0,4399.128423093972
-30.0,3977.245658186984
-25.0,3744.8787642813572
-20.0,3355.370384799896
-15.0,3078.4110311861355
-10.0,2367.8271891711706
-5.0,2073.751693275234
0.0,1267.0350462654403
5.0,1400.5280101597423
10.0,1529.943907985149
20.0,1788.5032943235833
30.0,2042.8559866762755
40.0,2286.1208559660467
60.0,2762.9221492534707
80.0,3217.5879988932907
100.0,3654.829347254413
120.0,4081.3374799811822
140.0,4504.620137630451
160.0,4929.90158992782
180.0,5359.795153379623
200.0,5796.694325157343
220.0,6243.194264710174
240.0,6702.24499001611
260.0,7173.668416648786
280.0,7655.005024540206
300.0,8144.573667744313
320.0,8641.414016816663
340.0,9142.930533666851
360.0,9644.430840844254
380.0,10138.956287748475
400.0,10620.720599526541
420.0,11086.827090587973
440.0,11538.883880190708
460.0,11984.577345999132
480.0,12433.276506001705
500.0,12890.955159787469
520.0,13358.118252403823
540.0,13832.808860047928
560.0,14312.143092371529
580.0,14794.296730200595
600.0,15279.211081669282
620.0,15767.790508315102
640.0,16259.296644484826
660.0,16749.473571612565
680.0,17235.85376319963
700.0,17720.543748539825
720.0,18206.828015978026
740.0,18700.99692235492
760.0,19209.99159384872
780.0,19735.03399122134
800.0,20268.592941027575
820.0,20800.26257657418
840.0,21322.15607508583
860.0,21829.348619380235
880.0,22317.47541595083
900.0,22783.238319432756
920.0,23225.717322592303
940.0,23648.727237893523
960.0,24059.549808354714
980.0,24466.375067846435
1000.0,24875.692449414873
1020.0,25290.823442882505
1040.0,25711.892153487694
1060.0,26138.455715667238
1080.0,26569.857332278727
1100.0,27005.581278023215
1120.0,27445.599027337354
1140.0,27892.358935541553
1160.0,28351.468942404263
1180.0,28831.59293900219
1200.0,29335.878731205234
1220.0,29862.330276868826
1240.0,30404.355918432502
1260.0,30958.494986127014
1280.0,31519.292264438318
1300.0,32089.89458432619
1320.0,32665.83138631756
1340.0,33251.92547207709
1360.0,33833.074085355925
1380.0,34419.869368687614
1400.0,34975.2915120333
1420.0,35535.0799850437
1440.0,36026.03224615883
1460.0,36542.6043194849
1480.0,36943.47756048901
1500.0,37491.894178952265
