x_coord,D_T
-200.0,1.7305631695820744e-06
-180.0,1.6777121945683693e-06
-160.0,1.7559098136347486e-06
-140.0,1.404430622786648e-06
-120.0,9.469712487837909e-07
-100.0,5.441139936903955e-07
-80.0,1.2718393864491575e-08
-60.0,-4.463134011071348e-07
-50.0,-7.280366932906252e-07
-40.0,-1.0329928862421753e-06
-30.0,-1.3175662173531675e-06
-25.0,-1.8189852017622245e-06
-20.0,-1.949418148352118e-06
-15.0,-2.8885638902569774e-06
-10.0,-2.9386286071783638e-06
-5.0,-3.219817065978274e-06
0.0,-1.9691793024558717e-06
5.0,7.690084319892662e-07
10.0,7.568172759602207e-07
20.0,7.501339262636389e-07
30.0,7.277656947466568e-07
40.0,7.068070379022536e-07
60.0,6.811353584152547e-07
80.0,6.522071482568325e-07
100.0,6.316168174573446e-07
120.0,6.214095247222014e-07
140.0,6.205125146448359e-07
160.0,6.253467395849746e-07
180.0,6.338421970815728e-07
200.0,6.459856097864013e-07
220.0,6.621839335452834e-07
240.0,6.804092337439968e-07
260.0,6.967057856274705e-07
280.0,7.099744754430486e-07
300.0,7.213115863505386e-07
320.0,7.300484690844261e-07
340.0,7.334560634995233e-07
360.0,7.283438435253563e-07
380.0,7.139118966745378e-07
400.0,6.931305349048313e-07
420.0,6.714069089904144e-07
440.0,6.564798840517235e-07
460.0,6.540246173700183e-07
480.0,6.627887862090434e-07
500.0,6.762905371340623e-07
520.0,6.887305285783454e-07
540.0,6.976306746218932e-07
560.0,7.030880155259651e-07
580.0,7.071684777116131e-07
600.0,7.118673358538834e-07
620.0,7.166875784883434e-07
640.0,7.178557507331547e-07
660.0,7.141074037012289e-07
680.0,7.100950774592991e-07
700.0,7.100249329243985e-07
720.0,7.169563940357706e-07
740.0,7.335633772488927e-07
760.0,7.561396178759264e-07
780.0,7.741022466595574e-07
800.0,7.78948414646502e-07
820.0,7.704180532602244e-07
840.0,7.525191800153381e-07
860.0,7.278272788530003e-07
880.0,6.975318535574394e-07
900.0,6.641519041282121e-07
920.0,6.328887810552148e-07
940.0,6.097400142995983e-07
960.0,5.979049845625438e-07
980.0,5.968043151683184e-07
1000.0,6.028778832287068e-07
1020.0,6.114710427148769e-07
1040.0,6.198311087100395e-07
1060.0,6.273870463397402e-07
1080.0,6.340855769214196e-07
1100.0,6.403861240541168e-07
1120.0,6.484561717230336e-07
1140.0,6.624173852634642e-07
1160.0,6.868148752649304e-07
1180.0,7.198496687873065e-07
1200.0,7.537266895463794e-07
1220.0,7.813239548025734e-07
1240.0,8.015704555893813e-07
1260.0,8.152972151656298e-07
1280.0,8.273359685114143e-07
1300.0,8.384067453674309e-07
1320.0,8.497350993298841e-07
1340.0,8.535462363906318e-07
1360.0,8.540589871229166e-07
1380.0,8.352465057039732e-07
1400.0,8.154977753622535e-07
1420.0,7.683541732786618e-07
1440.0,7.367521805385847e-07
1460.0,6.708818961008638e-07
1480.0,6.941682200794278e-07
1500.0,8.020593045025117e-07
