time,vt
60000000.0,2.143362610680118e-07
120000000.0,1.5424980102539695e-07
180000000.0,1.5206359129946916e-07
240000000.0,1.5085765484467637e-07
300000000.0,1.5010057560942173e-07
360000000.0,1.4957111524918288e-07
420000000.0,1.491941098471369e-07
480000000.0,1.4891504890646697e-07
540000000.0,1.4868692148089612e-07
600000000.0,1.4848754365434958e-07
660000000.0,1.483225233364203e-07
720000000.0,1.4821094020695535e-07
780000000.0,1.4811078047176637e-07
840000000.0,1.480026281052699e-07
900000000.0,1.4791348339529745e-07
960000000.0,1.4784717462631263e-07
1020000000.0,1.4778196777451762e-07
1080000000.0,1.4774370356398385e-07
1140000000.0,1.4769323279621512e-07
1200000000.0,1.4761184586399524e-07
1260000000.0,1.4758133093944986e-07
1320000000.0,1.4756188915234497e-07
1380000000.0,1.475241953784313e-07
1440000000.0,1.4748343510544865e-07
1500000000.0,1.474417589029561e-07
1560000000.0,1.4742225689641834e-07
1620000000.0,1.4740934272441092e-07
1680000000.0,1.473742477131631e-07
1740000000.0,1.4736409261208627e-07
1800000000.0,1.473416419522505e-07
1860000000.0,1.4732091546954401e-07
1920000000.0,1.4730085380203985e-07
1980000000.0,1.4726093606046144e-07
2040000000.0,1.4728193960552403e-07
2100000000.0,1.4726690011176163e-07
2160000000.0,1.4723866999884134e-07
2220000000.0,1.472389037012142e-07
2280000000.0,1.4720480170986742e-07
2340000000.0,1.4719631507835613e-07
2400000000.0,1.4717852068346986e-07
2460000000.0,1.4716392182495682e-07
2520000000.0,1.471889324770335e-07
2580000000.0,1.4717549792698759e-07
2640000000.0,1.471423491326547e-07
2700000000.0,1.471455983121349e-07
2760000000.0,1.4713814364563434e-07
2820000000.0,1.471075895291043e-07
2880000000.0,1.4710874799253302e-07
2940000000.0,1.4710470121442538e-07
3000000000.0,1.4711526352803166e-07
3060000000.0,1.4710926584612589e-07
3120000000.0,1.470824247849192e-07
3180000000.0,1.470856851008791e-07
3240000000.0,1.470625400706337e-07
3300000000.0,1.4706762272859837e-07
3360000000.0,1.470625109551833e-07
