x_coord,kyy
-200.0,0.0
-180.0,21.60409208086435
-160.0,124.78577494042845
-140.0,458.4710857131221
-120.0,660.489732882472
-100.0,1161.897683342603
-80.0,1282.708336135264
-60.0,1590.6769867130083
-50.0,1679.598835247545
-40.0,1671.482616335135
-30.0,1619.0053292735656
-25.0,1662.3653891816214
-20.0,1444.8914369171332
-15.0,1369.3887540460717
-10.0,938.8336191043613
-5.0,829.5658709871765
0.0,429.2019113466638
5.0,506.41090887109675
10.0,581.8483806783272
20.0,732.8341550700695
30.0,881.7029337446002
40.0,1021.9817723635459
60.0,1294.9213765130708
80.0,1551.9737678793038
100.0,1794.9600852127091
120.0,2026.7680093736594
140.0,2250.3798313666966
160.0,2468.8364885799897
180.0,2686.1117892059115
200.0,2906.4534234105204
220.0,3133.056678737057
240.0,3368.7929298964805
260.0,3615.5895199612864
280.0,3870.996788279136
300.0,4131.566414017894
320.0,4396.675592286153
340.0,4667.749861946921
360.0,4945.797716443022
380.0,5229.226070572319
400.0,5512.980804551485
420.0,5791.85368160395
440.0,6063.251801414532
460.0,6327.856313702394
480.0,6588.853392735136
500.0,6850.917665417611
520.0,7116.553163548331
540.0,7385.295448014148
560.0,7655.674002654588
580.0,7925.028193574657
600.0,8192.406513864558
620.0,8459.175448151651
640.0,8725.800439728693
660.0,8990.395116597629
680.0,9250.532474138392
700.0,9507.015000975262
720.0,9762.722806741343
740.0,10020.54496579716
760.0,10284.549525329017
780.0,10558.727393661226
800.0,10843.444656794949
820.0,11135.57539822828
840.0,11430.705529960993
860.0,11724.89337676214
880.0,12014.990715850738
900.0,12296.908455153567
920.0,12566.172418598151
940.0,12820.306129024115
960.0,13060.36656344824
980.0,13289.07406510711
1000.0,13509.59040401055
1020.0,13725.926381515148
1040.0,13941.338819583578
1060.0,14158.44395534504
1080.0,14378.227821142997
1100.0,14601.415072443027
1120.0,14827.979839148
1140.0,15059.862120501848
1160.0,15299.72451857242
1180.0,15554.201161752884
1200.0,15827.480831114766
1220.0,16122.485657490011
1240.0,16433.341453173187
1260.0,16759.277746076707
1280.0,17091.355035109347
1300.0,17436.04601214686
1320.0,17781.786006928625
1340.0,18144.260221565895
1360.0,18495.32308365017
1380.0,18867.134754356277
1400.0,19197.521990332665
1420.0,19558.554423526606
1440.0,19829.85457640727
1460.0,20169.513127915314
1480.0,20347.496072222613
1500.0,20745.704178866665
