x_coord,kyy
-200.0,0.0
-180.0,402.8175309857623
-160.0,1238.856865613623
-140.0,2191.8018349463496
-120.0,3041.2705672596626
-100.0,3746.297640749199
-80.0,4124.878544884767
-60.0,4330.2717798445765
-50.0,4331.572831972759
-40.0,4250.914618579821
-30.0,3998.2831440717296
-25.0,3822.62948617914
-20.0,3566.8183996425178
-15.0,3334.547544435833
-10.0,2703.24094385251
-5.0,2311.22682751071
0.0,1440.0246627659185
5.0,1591.910379042358
10.0,1740.0802385912796
20.0,2038.465811554091
30.0,2335.464181177442
40.0,2624.5619256405007
60.0,3199.441458509709
80.0,3754.4199209526705
100.0,4287.390870904391
120.0,4799.1755323845155
140.0,5291.733884681266
160.0,5768.068586399459
180.0,6230.9749822096455
200.0,6685.9408627401945
220.0,7136.428714374679
240.0,7587.370950823765
260.0,8041.81388410325
280.0,8501.4032370124
300.0,8966.436118256173
320.0,9437.05920407582
340.0,9914.533131751501
360.0,10401.110303978328
380.0,10898.371365483263
400.0,11407.394622410056
420.0,11925.541683929025
440.0,12447.340137290654
460.0,12968.233329235047
480.0,13484.661573980089
500.0,13993.891327270596
520.0,14493.127408813616
540.0,14977.636919399674
560.0,15447.386885296914
580.0,15901.49871146018
600.0,16343.276261743431
620.0,16777.982817050513
640.0,17208.64666267051
660.0,17637.000396915337
680.0,18064.308354104996
700.0,18493.385055981347
720.0,18926.359368999445
740.0,19366.495097944407
760.0,19811.880449651493
780.0,20261.031596331388
800.0,20712.0115476076
820.0,21166.168226959362
840.0,21625.013682610075
860.0,22088.218258651836
880.0,22555.303927074023
900.0,23024.759281232593
920.0,23494.232900942032
940.0,23961.629608801795
960.0,24424.837888759906
980.0,24882.97510873068
1000.0,25338.31230084753
1020.0,25797.236470234584
1040.0,26266.729564368314
1060.0,26751.77974281237
1080.0,27253.29053908048
1100.0,27770.12337061719
1120.0,28296.651684410434
1140.0,28824.884397112146
1160.0,29345.485509968832
1180.0,29852.929870523083
1200.0,30344.470162475576
1220.0,30825.457348826487
1240.0,31302.40118065493
1260.0,31784.074800452796
1280.0,32273.852370926983
1300.0,32780.50710195495
1320.0,33297.44838404281
1340.0,33835.99658422632
1360.0,34368.841241455564
1380.0,34918.6993997008
1400.0,35429.89694491031
1420.0,35959.790408789726
1440.0,36412.52606534317
1460.0,36909.960640859426
1480.0,37280.554424926966
1500.0,37805.150488188076
