x_coord,D_T
-200.0,5.891206390666774e-07
-180.0,9.059140964791337e-07
-160.0,1.3081947917648005e-06
-140.0,1.3180150389686208e-06
-120.0,1.1367250749318573e-06
-100.0,7.923883454458636e-07
-80.0,4.270310955767537e-07
-60.0,1.026664949707953e-07
-50.0,-1.1605985007913181e-07
-40.0,-4.8743617581862e-07
-30.0,-9.313645663290669e-07
-25.0,-1.2620343962612222e-06
-20.0,-1.42763970087266e-06
-15.0,-2.525964095825569e-06
-10.0,-2.993213141608337e-06
-5.0,-3.6949076772366947e-06
0.0,-2.104000643121981e-06
5.0,8.77662572367372e-07
10.0,8.687882415829872e-07
20.0,8.707490290074338e-07
30.0,8.571655796241361e-07
40.0,8.439942750020847e-07
60.0,8.262086713834927e-07
80.0,7.955630196684241e-07
100.0,7.639775522436889e-07
120.0,7.344258397681375e-07
140.0,7.085030563059456e-07
160.0,6.868200628020437e-07
180.0,6.711941120757342e-07
200.0,6.621130515119336e-07
220.0,6.591707617335212e-07
240.0,6.620629152295241e-07
260.0,6.683861192351687e-07
280.0,6.761300187994478e-07
300.0,6.841984361104765e-07
320.0,6.932959514493723e-07
340.0,7.049623773084674e-07
360.0,7.194317191367196e-07
380.0,7.358454188181509e-07
400.0,7.511183065559979e-07
420.0,7.604601690881773e-07
440.0,7.624682769916913e-07
460.0,7.585413118822946e-07
480.0,7.500124222395507e-07
500.0,7.374406527107396e-07
520.0,7.193639749637465e-07
540.0,6.978022525764741e-07
560.0,6.755739455110822e-07
580.0,6.551191162885513e-07
600.0,6.409290117635163e-07
620.0,6.328021151074137e-07
640.0,6.281566146364159e-07
660.0,6.257026211851629e-07
680.0,6.262312912735933e-07
700.0,6.303748140348826e-07
720.0,6.384617276993082e-07
740.0,6.475372998758671e-07
760.0,6.541298241927729e-07
780.0,6.582208751886567e-07
800.0,6.618811710095046e-07
820.0,6.676328211690663e-07
840.0,6.742490957222144e-07
860.0,6.802747514011464e-07
880.0,6.848456329671763e-07
900.0,6.86591822371996e-07
920.0,6.850864372435615e-07
940.0,6.805049074821353e-07
960.0,6.737339068624142e-07
980.0,6.679781737927234e-07
1000.0,6.685536305619533e-07
1020.0,6.789051340660479e-07
1040.0,6.980097784736631e-07
1060.0,7.21422723508307e-07
1080.0,7.446637889286318e-07
1100.0,7.629578488914876e-07
1120.0,7.712940121176105e-07
1140.0,7.66959746368168e-07
1160.0,7.517582636338186e-07
1180.0,7.305075380309694e-07
1200.0,7.111607291064851e-07
1220.0,7.004870674817236e-07
1240.0,7.009890219472905e-07
1260.0,7.103736934718289e-07
1280.0,7.286411313310481e-07
1300.0,7.485045957445334e-07
1320.0,7.718266954120523e-07
1340.0,7.834560386574858e-07
1360.0,7.91726445613359e-07
1380.0,7.758969947130469e-07
1400.0,7.61297811740496e-07
1420.0,7.185475550237227e-07
1440.0,6.948119925544738e-07
1460.0,6.347457474040979e-07
1480.0,6.546075856134895e-07
1500.0,7.672217425193727e-07
